prolific_id,condition,jatos_id,itemnum,items,times,firsttime,category,starttime,shortlist,rt,listnum,gender,ageText,age,perseveration,num_valid_responses,is_repeat,proportion_repeat
56802e5fc5767f00121cc6a0,Delayed,597,1,lion,1.68E+12,1.68E+12,Animals,1.68E+12,0,4.21,2,M,65,old,0,17,TRUE,0.941176471
56802e5fc5767f00121cc6a0,Delayed,597,2,tiger,1.68E+12,1.68E+12,Animals,1.68E+12,0,2.552,2,M,65,old,0,17,TRUE,0.941176471
56802e5fc5767f00121cc6a0,Delayed,597,3,bear,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.432,2,M,65,old,0,17,TRUE,0.941176471
56802e5fc5767f00121cc6a0,Delayed,597,4,jaguar,1.68E+12,1.68E+12,Animals,1.68E+12,0,2.584,2,M,65,old,0,17,TRUE,0.941176471
56802e5fc5767f00121cc6a0,Delayed,597,5,zebra,1.68E+12,1.68E+12,Animals,1.68E+12,0,3.408,2,M,65,old,0,17,TRUE,0.941176471
56802e5fc5767f00121cc6a0,Delayed,597,6,horse,1.68E+12,1.68E+12,Animals,1.68E+12,0,2.048,2,M,65,old,0,17,TRUE,0.941176471
56802e5fc5767f00121cc6a0,Delayed,597,7,ferret,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.968,2,M,65,old,0,17,TRUE,0.941176471
56802e5fc5767f00121cc6a0,Delayed,597,8,squirrel,1.68E+12,1.68E+12,Animals,1.68E+12,0,5.399,2,M,65,old,0,17,TRUE,0.941176471
56802e5fc5767f00121cc6a0,Delayed,597,9,fox,1.68E+12,1.68E+12,Animals,1.68E+12,0,2.849,2,M,65,old,0,17,TRUE,0.941176471
56802e5fc5767f00121cc6a0,Delayed,597,10,armadillo,1.68E+12,1.68E+12,Animals,1.68E+12,0,5.448,2,M,65,old,0,17,TRUE,0.941176471
56802e5fc5767f00121cc6a0,Delayed,597,11,raccoon,1.68E+12,1.68E+12,Animals,1.68E+12,0,4.552,2,M,65,old,0,17,TRUE,0.941176471
56802e5fc5767f00121cc6a0,Delayed,597,12,possum,1.68E+12,1.68E+12,Animals,1.68E+12,0,5.008,2,M,65,old,0,17,TRUE,0.941176471
56802e5fc5767f00121cc6a0,Delayed,597,14,gorilla,1.68E+12,1.68E+12,Animals,1.68E+12,0,2.928,2,M,65,old,0,17,TRUE,0.941176471
56802e5fc5767f00121cc6a0,Delayed,597,15,monkey,1.68E+12,1.68E+12,Animals,1.68E+12,0,3.208,2,M,65,old,0,17,TRUE,0.941176471
56802e5fc5767f00121cc6a0,Delayed,597,16,baboon,1.68E+12,1.68E+12,Animals,1.68E+12,0,5.408,2,M,65,old,0,17,TRUE,0.941176471
56802e5fc5767f00121cc6a0,Delayed,597,17,hippopotamus,1.68E+12,1.68E+12,Animals,1.68E+12,0,12.8,2,M,65,old,0,17,TRUE,0.941176471
56802e5fc5767f00121cc6a0,Delayed,597,18,rhinoceros,1.68E+12,1.68E+12,Animals,1.68E+12,0,3.416,2,M,65,old,0,17,FALSE,0.941176471
56802e5fc5767f00121cc6a0,Delayed,462,1,dog,1.68E+12,1.68E+12,Animals,1.68E+12,0,6.422,1,M,65,old,0,20,FALSE,
56802e5fc5767f00121cc6a0,Delayed,462,2,cat,1.68E+12,1.68E+12,Animals,1.68E+12,0,4.368,1,M,65,old,0,20,FALSE,
56802e5fc5767f00121cc6a0,Delayed,462,3,squirrel,1.68E+12,1.68E+12,Animals,1.68E+12,0,3.528,1,M,65,old,0,20,TRUE,
56802e5fc5767f00121cc6a0,Delayed,462,4,fox,1.68E+12,1.68E+12,Animals,1.68E+12,0,4.416,1,M,65,old,0,20,TRUE,
56802e5fc5767f00121cc6a0,Delayed,462,5,armadillo,1.68E+12,1.68E+12,Animals,1.68E+12,0,7.416,1,M,65,old,0,20,TRUE,
56802e5fc5767f00121cc6a0,Delayed,462,6,possum,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.952,1,M,65,old,0,20,TRUE,
56802e5fc5767f00121cc6a0,Delayed,462,7,raccoon,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.96,1,M,65,old,0,20,TRUE,
56802e5fc5767f00121cc6a0,Delayed,462,8,lion,1.68E+12,1.68E+12,Animals,1.68E+12,0,2.936,1,M,65,old,0,20,TRUE,
56802e5fc5767f00121cc6a0,Delayed,462,9,tiger,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.464,1,M,65,old,0,20,TRUE,
56802e5fc5767f00121cc6a0,Delayed,462,10,bear,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.608,1,M,65,old,0,20,TRUE,
56802e5fc5767f00121cc6a0,Delayed,462,11,zebra,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.848,1,M,65,old,0,20,TRUE,
56802e5fc5767f00121cc6a0,Delayed,462,12,horse,1.68E+12,1.68E+12,Animals,1.68E+12,0,2.056,1,M,65,old,0,20,TRUE,
56802e5fc5767f00121cc6a0,Delayed,462,13,donkey,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.96,1,M,65,old,0,20,FALSE,
56802e5fc5767f00121cc6a0,Delayed,462,14,monkey,1.68E+12,1.68E+12,Animals,1.68E+12,0,6.032,1,M,65,old,0,20,TRUE,
56802e5fc5767f00121cc6a0,Delayed,462,15,ferret,1.68E+12,1.68E+12,Animals,1.68E+12,0,5.44,1,M,65,old,0,20,TRUE,
56802e5fc5767f00121cc6a0,Delayed,462,16,baboon,1.68E+12,1.68E+12,Animals,1.68E+12,0,4.072,1,M,65,old,0,20,TRUE,
56802e5fc5767f00121cc6a0,Delayed,462,17,gorilla,1.68E+12,1.68E+12,Animals,1.68E+12,0,4.504,1,M,65,old,0,20,TRUE,
56802e5fc5767f00121cc6a0,Delayed,462,18,jaguar,1.68E+12,1.68E+12,Animals,1.68E+12,0,4.04,1,M,65,old,0,20,TRUE,
56802e5fc5767f00121cc6a0,Delayed,462,19,hippopotamus,1.68E+12,1.68E+12,Animals,1.68E+12,0,12.848,1,M,65,old,0,20,TRUE,
56802e5fc5767f00121cc6a0,Delayed,462,20,elephant,1.68E+12,1.68E+12,Animals,1.68E+12,0,4.84,1,M,65,old,0,20,FALSE,
57ac740478a38d00017cce22,Delayed,646,1,bear,1.68E+12,1.68E+12,Animals,1.68E+12,0,14.632,2,F,63,old,0,16,TRUE,0.6875
57ac740478a38d00017cce22,Delayed,646,2,squirrel,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.694,2,F,63,old,0,16,TRUE,0.6875
57ac740478a38d00017cce22,Delayed,646,3,elephant,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.592,2,F,63,old,0,16,TRUE,0.6875
57ac740478a38d00017cce22,Delayed,646,4,lion,1.68E+12,1.68E+12,Animals,1.68E+12,0,3.192,2,F,63,old,0,16,FALSE,0.6875
57ac740478a38d00017cce22,Delayed,646,5,tiger,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.448,2,F,63,old,0,16,FALSE,0.6875
57ac740478a38d00017cce22,Delayed,646,6,cat,1.68E+12,1.68E+12,Animals,1.68E+12,0,2.041,2,F,63,old,0,16,TRUE,0.6875
57ac740478a38d00017cce22,Delayed,646,7,dog,1.68E+12,1.68E+12,Animals,1.68E+12,0,0.966,2,F,63,old,0,16,TRUE,0.6875
57ac740478a38d00017cce22,Delayed,646,8,turtle,1.68E+12,1.68E+12,Animals,1.68E+12,0,5.529,2,F,63,old,0,16,TRUE,0.6875
57ac740478a38d00017cce22,Delayed,646,9,chipmunk,1.68E+12,1.68E+12,Animals,1.68E+12,0,2.561,2,F,63,old,0,16,TRUE,0.6875
57ac740478a38d00017cce22,Delayed,646,10,giraffe,1.68E+12,1.68E+12,Animals,1.68E+12,0,3.943,2,F,63,old,0,16,TRUE,0.6875
57ac740478a38d00017cce22,Delayed,646,11,monkey,1.68E+12,1.68E+12,Animals,1.68E+12,0,25.392,2,F,63,old,0,16,TRUE,0.6875
57ac740478a38d00017cce22,Delayed,646,12,camel,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.784,2,F,63,old,0,16,FALSE,0.6875
57ac740478a38d00017cce22,Delayed,646,14,lamb,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.425,2,F,63,old,0,16,FALSE,0.6875
57ac740478a38d00017cce22,Delayed,646,15,goat,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.832,2,F,63,old,0,16,TRUE,0.6875
57ac740478a38d00017cce22,Delayed,646,16,alpaca,1.68E+12,1.68E+12,Animals,1.68E+12,0,5.912,2,F,63,old,0,16,FALSE,0.6875
57ac740478a38d00017cce22,Delayed,646,17,deer,1.68E+12,1.68E+12,Animals,1.68E+12,0,4.391,2,F,63,old,0,16,TRUE,0.6875
57ac740478a38d00017cce22,Delayed,457,1,bear,1.68E+12,1.68E+12,Animals,1.68E+12,0,7.291,1,F,63,old,0,22,TRUE,
57ac740478a38d00017cce22,Delayed,457,2,cat,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.264,1,F,63,old,0,22,TRUE,
57ac740478a38d00017cce22,Delayed,457,3,dog,1.68E+12,1.68E+12,Animals,1.68E+12,0,0.928,1,F,63,old,0,22,TRUE,
57ac740478a38d00017cce22,Delayed,457,4,giraffe,1.68E+12,1.68E+12,Animals,1.68E+12,0,2.226,1,F,63,old,0,22,TRUE,
57ac740478a38d00017cce22,Delayed,457,5,canary,1.68E+12,1.68E+12,Animals,1.68E+12,0,6.238,1,F,63,old,0,22,FALSE,
57ac740478a38d00017cce22,Delayed,457,6,parrot,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.696,1,F,63,old,0,22,FALSE,
57ac740478a38d00017cce22,Delayed,457,7,finch,1.68E+12,1.68E+12,Animals,1.68E+12,0,3.664,1,F,63,old,0,22,FALSE,
57ac740478a38d00017cce22,Delayed,457,8,octopus,1.68E+12,1.68E+12,Animals,1.68E+12,0,2.84,1,F,63,old,0,22,FALSE,
57ac740478a38d00017cce22,Delayed,457,9,fish,1.68E+12,1.68E+12,Animals,1.68E+12,0,0.8,1,F,63,old,0,22,FALSE,
57ac740478a38d00017cce22,Delayed,457,10,elephant,1.68E+12,1.68E+12,Animals,1.68E+12,0,3.624,1,F,63,old,0,22,TRUE,
57ac740478a38d00017cce22,Delayed,457,11,goat,1.68E+12,1.68E+12,Animals,1.68E+12,0,4.392,1,F,63,old,0,22,TRUE,
57ac740478a38d00017cce22,Delayed,457,12,sheep,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.241,1,F,63,old,0,22,FALSE,
57ac740478a38d00017cce22,Delayed,457,13,cow,1.68E+12,1.68E+12,Animals,1.68E+12,0,0.823,1,F,63,old,0,22,FALSE,
57ac740478a38d00017cce22,Delayed,457,14,horse,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.511,1,F,63,old,0,22,FALSE,
57ac740478a38d00017cce22,Delayed,457,15,snake,1.68E+12,1.68E+12,Animals,1.68E+12,0,3.433,1,F,63,old,0,22,FALSE,
57ac740478a38d00017cce22,Delayed,457,16,turtle,1.68E+12,1.68E+12,Animals,1.68E+12,0,7.184,1,F,63,old,0,22,TRUE,
57ac740478a38d00017cce22,Delayed,457,17,hamster,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.999,1,F,63,old,0,22,FALSE,
57ac740478a38d00017cce22,Delayed,457,18,guineapig,1.68E+12,1.68E+12,Animals,1.68E+12,0,2.584,1,F,63,old,0,22,FALSE,
57ac740478a38d00017cce22,Delayed,457,19,monkey,1.68E+12,1.68E+12,Animals,1.68E+12,0,8.6,1,F,63,old,0,22,TRUE,
57ac740478a38d00017cce22,Delayed,457,20,deer,1.68E+12,1.68E+12,Animals,1.68E+12,0,11.073,1,F,63,old,0,22,TRUE,
57ac740478a38d00017cce22,Delayed,457,21,squirrel,1.68E+12,1.68E+12,Animals,1.68E+12,0,5.471,1,F,63,old,0,22,TRUE,
57ac740478a38d00017cce22,Delayed,457,22,chipmunk,1.68E+12,1.68E+12,Animals,1.68E+12,0,3.369,1,F,63,old,0,22,TRUE,
5825dc1f7fcbaa000134776e,Delayed,581,1,fox,1.68E+12,1.68E+12,Animals,1.68E+12,0,6.308,2,M,64,old,0,13,TRUE,0.461538462
5825dc1f7fcbaa000134776e,Delayed,581,2,chicken,1.68E+12,1.68E+12,Animals,1.68E+12,0,9.913,2,M,64,old,0,13,FALSE,0.461538462
5825dc1f7fcbaa000134776e,Delayed,581,3,goat,1.68E+12,1.68E+12,Animals,1.68E+12,0,4.251,2,M,64,old,0,13,FALSE,0.461538462
5825dc1f7fcbaa000134776e,Delayed,581,4,dog,1.68E+12,1.68E+12,Animals,1.68E+12,0,5.294,2,M,64,old,0,13,TRUE,0.461538462
5825dc1f7fcbaa000134776e,Delayed,581,5,cat,1.68E+12,1.68E+12,Animals,1.68E+12,0,3.242,2,M,64,old,0,13,TRUE,0.461538462
5825dc1f7fcbaa000134776e,Delayed,581,6,horse,1.68E+12,1.68E+12,Animals,1.68E+12,0,4.823,2,M,64,old,0,13,TRUE,0.461538462
5825dc1f7fcbaa000134776e,Delayed,581,7,camel,1.68E+12,1.68E+12,Animals,1.68E+12,0,5.753,2,M,64,old,0,13,FALSE,0.461538462
5825dc1f7fcbaa000134776e,Delayed,581,8,bear,1.68E+12,1.68E+12,Animals,1.68E+12,0,4.708,2,M,64,old,0,13,TRUE,0.461538462
5825dc1f7fcbaa000134776e,Delayed,581,9,eagle,1.68E+12,1.68E+12,Animals,1.68E+12,0,10.483,2,M,64,old,0,13,FALSE,0.461538462
5825dc1f7fcbaa000134776e,Delayed,581,10,fish,1.68E+12,1.68E+12,Animals,1.68E+12,0,4.271,2,M,64,old,0,13,FALSE,0.461538462
5825dc1f7fcbaa000134776e,Delayed,581,11,lion,1.68E+12,1.68E+12,Animals,1.68E+12,0,8.991,2,M,64,old,0,13,TRUE,0.461538462
5825dc1f7fcbaa000134776e,Delayed,581,12,tiger,1.68E+12,1.68E+12,Animals,1.68E+12,0,4.176,2,M,64,old,0,13,FALSE,0.461538462
5825dc1f7fcbaa000134776e,Delayed,581,13,mule,1.68E+12,1.68E+12,Animals,1.68E+12,0,3.678,2,M,64,old,0,13,FALSE,0.461538462
5825dc1f7fcbaa000134776e,Delayed,506,1,cat,1.68E+12,1.68E+12,Animals,1.68E+12,0,11.915,1,M,64,old,0,12,TRUE,
5825dc1f7fcbaa000134776e,Delayed,506,2,dog,1.68E+12,1.68E+12,Animals,1.68E+12,0,3.36,1,M,64,old,0,12,TRUE,
5825dc1f7fcbaa000134776e,Delayed,506,3,turtle,1.68E+12,1.68E+12,Animals,1.68E+12,0,3.924,1,M,64,old,0,12,FALSE,
5825dc1f7fcbaa000134776e,Delayed,506,4,frog,1.68E+12,1.68E+12,Animals,1.68E+12,0,6.571,1,M,64,old,0,12,FALSE,
5825dc1f7fcbaa000134776e,Delayed,506,5,bear,1.68E+12,1.68E+12,Animals,1.68E+12,0,3.746,1,M,64,old,0,12,TRUE,
5825dc1f7fcbaa000134776e,Delayed,506,6,lion,1.68E+12,1.68E+12,Animals,1.68E+12,0,3.615,1,M,64,old,0,12,TRUE,
5825dc1f7fcbaa000134776e,Delayed,506,7,fox,1.68E+12,1.68E+12,Animals,1.68E+12,0,5.414,1,M,64,old,0,12,TRUE,
5825dc1f7fcbaa000134776e,Delayed,506,8,beaver,1.68E+12,1.68E+12,Animals,1.68E+12,0,8.22,1,M,64,old,0,12,FALSE,
5825dc1f7fcbaa000134776e,Delayed,506,10,elephant,1.68E+12,1.68E+12,Animals,1.68E+12,0,9.874,1,M,64,old,0,12,FALSE,
5825dc1f7fcbaa000134776e,Delayed,506,11,ox,1.68E+12,1.68E+12,Animals,1.68E+12,0,3.194,1,M,64,old,0,12,FALSE,
5825dc1f7fcbaa000134776e,Delayed,506,12,horse,1.68E+12,1.68E+12,Animals,1.68E+12,0,2.989,1,M,64,old,0,12,TRUE,
5825dc1f7fcbaa000134776e,Delayed,506,14,coyote,1.68E+12,,Animals,1.68E+12,0,11.082,1,M,64,old,0,12,FALSE,
58b2338a898c2e0001a5ca56,Immediate,362,1,dog,1.68E+12,1.68E+12,Animals,1.68E+12,0,5.906,1,F,62,old,0,23,TRUE,
58b2338a898c2e0001a5ca56,Immediate,362,2,cat,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.951,1,F,62,old,0,23,TRUE,
58b2338a898c2e0001a5ca56,Immediate,362,3,horse,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.392,1,F,62,old,0,23,TRUE,
58b2338a898c2e0001a5ca56,Immediate,362,4,snake,1.68E+12,1.68E+12,Animals,1.68E+12,0,2.615,1,F,62,old,0,23,TRUE,
58b2338a898c2e0001a5ca56,Immediate,362,5,cow,1.68E+12,1.68E+12,Animals,1.68E+12,0,2.184,1,F,62,old,0,23,FALSE,
58b2338a898c2e0001a5ca56,Immediate,362,6,bird,1.68E+12,1.68E+12,Animals,1.68E+12,0,2.33,1,F,62,old,0,23,TRUE,
58b2338a898c2e0001a5ca56,Immediate,362,7,redtailedhawk,1.68E+12,1.68E+12,Animals,1.68E+12,0,4.482,1,F,62,old,0,23,TRUE,
58b2338a898c2e0001a5ca56,Immediate,362,8,buzzard,1.68E+12,1.68E+12,Animals,1.68E+12,0,3.535,1,F,62,old,0,23,FALSE,
58b2338a898c2e0001a5ca56,Immediate,362,9,anteater,1.68E+12,1.68E+12,Animals,1.68E+12,0,5.138,1,F,62,old,0,23,FALSE,
58b2338a898c2e0001a5ca56,Immediate,362,10,lion,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.363,1,F,62,old,0,23,FALSE,
58b2338a898c2e0001a5ca56,Immediate,362,11,gryphon,1.68E+12,1.68E+12,Animals,1.68E+12,0,2.844,1,F,62,old,0,23,FALSE,
58b2338a898c2e0001a5ca56,Immediate,362,12,gyphon,1.68E+12,1.68E+12,Animals,1.68E+12,0,2.493,1,F,62,old,0,23,FALSE,
58b2338a898c2e0001a5ca56,Immediate,362,13,tiger,1.68E+12,1.68E+12,Animals,1.68E+12,0,9.286,1,F,62,old,0,23,FALSE,
58b2338a898c2e0001a5ca56,Immediate,362,14,pig,1.68E+12,1.68E+12,Animals,1.68E+12,0,4.641,1,F,62,old,0,23,TRUE,
58b2338a898c2e0001a5ca56,Immediate,362,15,chicken,1.68E+12,1.68E+12,Animals,1.68E+12,0,2.28,1,F,62,old,0,23,FALSE,
58b2338a898c2e0001a5ca56,Immediate,362,17,panther,1.68E+12,1.68E+12,Animals,1.68E+12,0,2.231,1,F,62,old,0,23,FALSE,
58b2338a898c2e0001a5ca56,Immediate,362,18,puma,1.68E+12,1.68E+12,Animals,1.68E+12,0,2.033,1,F,62,old,0,23,TRUE,
58b2338a898c2e0001a5ca56,Immediate,362,19,mountainlion,1.68E+12,1.68E+12,Animals,1.68E+12,0,3.084,1,F,62,old,0,23,TRUE,
58b2338a898c2e0001a5ca56,Immediate,362,20,mouse,1.68E+12,1.68E+12,Animals,1.68E+12,0,5.356,1,F,62,old,0,23,TRUE,
58b2338a898c2e0001a5ca56,Immediate,362,21,squirrel,1.68E+12,1.68E+12,Animals,1.68E+12,0,4.007,1,F,62,old,0,23,FALSE,
58b2338a898c2e0001a5ca56,Immediate,362,22,ant,1.68E+12,1.68E+12,Animals,1.68E+12,0,5.649,1,F,62,old,0,23,FALSE,
58b2338a898c2e0001a5ca56,Immediate,362,23,bee,1.68E+12,1.68E+12,Animals,1.68E+12,0,2.793,1,F,62,old,0,23,FALSE,
58b2338a898c2e0001a5ca56,Immediate,362,24,otter,1.68E+12,1.68E+12,Animals,1.68E+12,0,4.465,1,F,62,old,0,23,TRUE,
58b2338a898c2e0001a5ca56,Immediate,362,1,puma,1.68E+12,1.68E+12,Animals,1.68E+12,0,4.136,2,F,62,old,0,22,TRUE,0.5
58b2338a898c2e0001a5ca56,Immediate,362,2,mountainlion,1.68E+12,1.68E+12,Animals,1.68E+12,0,3.161,2,F,62,old,0,22,TRUE,0.5
58b2338a898c2e0001a5ca56,Immediate,362,3,cat,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.701,2,F,62,old,0,22,TRUE,0.5
58b2338a898c2e0001a5ca56,Immediate,362,5,mouse,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.424,2,F,62,old,0,22,TRUE,0.5
58b2338a898c2e0001a5ca56,Immediate,362,6,gerbil,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.912,2,F,62,old,0,22,FALSE,0.5
58b2338a898c2e0001a5ca56,Immediate,362,7,hamster,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.928,2,F,62,old,0,22,FALSE,0.5
58b2338a898c2e0001a5ca56,Immediate,362,8,snake,1.68E+12,1.68E+12,Animals,1.68E+12,0,1.49,2,F,62,old,0,22,TRUE,0.5
58b2338a898c2e0001a5ca56,Immediate,362,9,turtle,1.68E+12,1.68E+12,Animals,1.68E+12,0,4.077,2,F,62,old,0,22,FALSE,0.5
