prolific_id,condition,jatos_id,itemnum,items,times,firsttime,category,starttime,shortlist,rt,listnum,gender,ageText,age,perseveration
56802e5fc5767f00121cc6a0,Delayed,597,17,hippopotamus,1684598400674,1684598398770,Animals,1684598325824,0,12.8,2,M,65,old,0
56802e5fc5767f00121cc6a0,Delayed,597,18,rhinoceros,1684598404090,1684598401778,Animals,1684598325824,0,3.416,2,M,65,old,0
56802e5fc5767f00121cc6a0,Delayed,462,1,dog,1684505302052,1684505299332,Animals,1684505295630,0,6.422,1,M,65,old,0
56802e5fc5767f00121cc6a0,Delayed,462,2,cat,1684505306420,1684505303188,Animals,1684505295630,0,4.368,1,M,65,old,0
56802e5fc5767f00121cc6a0,Delayed,462,3,squirrel,1684505309948,1684505306876,Animals,1684505295630,0,3.528,1,M,65,old,0
56802e5fc5767f00121cc6a0,Delayed,462,4,fox,1684505314364,1684505310804,Animals,1684505295630,0,4.416,1,M,65,old,0
56802e5fc5767f00121cc6a0,Delayed,462,5,armadillo,1684505321780,1684505314380,Animals,1684505295630,0,7.416,1,M,65,old,0
56802e5fc5767f00121cc6a0,Delayed,462,6,possum,1684505323732,1684505322188,Animals,1684505295630,0,1.952,1,M,65,old,0
56802e5fc5767f00121cc6a0,Delayed,462,7,raccoon,1684505325692,1684505324132,Animals,1684505295630,0,1.96,1,M,65,old,0
56802e5fc5767f00121cc6a0,Delayed,462,8,lion,1684505328628,1684505327701,Animals,1684505295630,0,2.936,1,M,65,old,0
56802e5fc5767f00121cc6a0,Delayed,462,9,tiger,1684505330092,1684505329044,Animals,1684505295630,0,1.464,1,M,65,old,0
56802e5fc5767f00121cc6a0,Delayed,462,10,bear,1684505331700,1684505330548,Animals,1684505295630,0,1.608,1,M,65,old,0
56802e5fc5767f00121cc6a0,Delayed,462,11,zebra,1684505333548,1684505332108,Animals,1684505295630,0,1.848,1,M,65,old,0
56802e5fc5767f00121cc6a0,Delayed,462,12,horse,1684505335604,1684505334204,Animals,1684505295630,0,2.056,1,M,65,old,0
56802e5fc5767f00121cc6a0,Delayed,462,13,donkey,1684505337564,1684505335884,Animals,1684505295630,0,1.96,1,M,65,old,0
56802e5fc5767f00121cc6a0,Delayed,462,14,monkey,1684505343596,1684505337924,Animals,1684505295630,0,6.032,1,M,65,old,0
56802e5fc5767f00121cc6a0,Delayed,462,15,ferret,1684505349036,1684505344100,Animals,1684505295630,0,5.44,1,M,65,old,0
56802e5fc5767f00121cc6a0,Delayed,462,16,baboon,1684505353108,1684505351596,Animals,1684505295630,0,4.072,1,M,65,old,0
56802e5fc5767f00121cc6a0,Delayed,462,17,gorilla,1684505357612,1684505353468,Animals,1684505295630,0,4.504,1,M,65,old,0
56802e5fc5767f00121cc6a0,Delayed,462,18,jaguar,1684505361652,1684505358212,Animals,1684505295630,0,4.04,1,M,65,old,0
56802e5fc5767f00121cc6a0,Delayed,462,19,hippopotamus,1684505374500,1684505373124,Animals,1684505295630,0,12.848,1,M,65,old,0
56802e5fc5767f00121cc6a0,Delayed,462,20,elephant,1684505379340,1684505375060,Animals,1684505295630,0,4.84,1,M,65,old,0
57ac740478a38d00017cce22,Delayed,646,1,bear,1684621110589,1684621100318,Animals,1684621095957,0,14.632,2,F,63,old,0
57ac740478a38d00017cce22,Delayed,646,2,squirrel,1684621112283,1684621111034,Animals,1684621095957,0,1.694,2,F,63,old,0
57ac740478a38d00017cce22,Delayed,646,3,elephant,1684621113875,1684621112563,Animals,1684621095957,0,1.592,2,F,63,old,0
57ac740478a38d00017cce22,Delayed,646,4,lion,1684621117067,1684621116219,Animals,1684621095957,0,3.192,2,F,63,old,0
57ac740478a38d00017cce22,Delayed,646,5,tiger,1684621118515,1684621117314,Animals,1684621095957,0,1.448,2,F,63,old,0
57ac740478a38d00017cce22,Delayed,646,6,cat,1684621120556,1684621120042,Animals,1684621095957,0,2.041,2,F,63,old,0
57ac740478a38d00017cce22,Delayed,646,7,dog,1684621121522,1684621120813,Animals,1684621095957,0,0.966,2,F,63,old,0
57ac740478a38d00017cce22,Delayed,646,8,turtle,1684621127051,1684621125723,Animals,1684621095957,0,5.529,2,F,63,old,0
57ac740478a38d00017cce22,Delayed,646,9,chipmunk,1684621129612,1684621128075,Animals,1684621095957,0,2.561,2,F,63,old,0
57ac740478a38d00017cce22,Delayed,646,10,giraffe,1684621133555,1684621132420,Animals,1684621095957,0,3.943,2,F,63,old,0
57ac740478a38d00017cce22,Delayed,646,11,monkey,1684621158947,1684621156803,Animals,1684621095957,0,25.392,2,F,63,old,0
57ac740478a38d00017cce22,Delayed,646,12,camel,1684621160731,1684621159754,Animals,1684621095957,0,1.784,2,F,63,old,0
57ac740478a38d00017cce22,Delayed,646,13,monkey,1684621162186,1684621161234,Animals,1684621095957,0,1.455,2,F,63,old,1
57ac740478a38d00017cce22,Delayed,646,14,lamb,1684621163611,1684621163082,Animals,1684621095957,0,1.425,2,F,63,old,0
57ac740478a38d00017cce22,Delayed,646,15,goat,1684621165443,1684621164050,Animals,1684621095957,0,1.832,2,F,63,old,0
57ac740478a38d00017cce22,Delayed,646,16,alpaca,1684621171355,1684621168389,Animals,1684621095957,0,5.912,2,F,63,old,0
57ac740478a38d00017cce22,Delayed,646,17,deer,1684621175746,1684621175027,Animals,1684621095957,0,4.391,2,F,63,old,0
57ac740478a38d00017cce22,Delayed,457,1,bear,1684504909067,1684504907948,Animals,1684504901776,0,7.291,1,F,63,old,0
57ac740478a38d00017cce22,Delayed,457,2,cat,1684504910331,1684504909811,Animals,1684504901776,0,1.264,1,F,63,old,0
57ac740478a38d00017cce22,Delayed,457,3,dog,1684504911259,1684504910619,Animals,1684504901776,0,0.928,1,F,63,old,0
57ac740478a38d00017cce22,Delayed,457,4,giraffe,1684504913485,1684504912122,Animals,1684504901776,0,2.226,1,F,63,old,0
57ac740478a38d00017cce22,Delayed,457,5,canary,1684504919723,1684504916147,Animals,1684504901776,0,6.238,1,F,63,old,0
57ac740478a38d00017cce22,Delayed,457,6,parrot,1684504921419,1684504920042,Animals,1684504901776,0,1.696,1,F,63,old,0
57ac740478a38d00017cce22,Delayed,457,7,finch,1684504925083,1684504923909,Animals,1684504901776,0,3.664,1,F,63,old,0
57ac740478a38d00017cce22,Delayed,457,8,octopus,1684504927923,1684504926562,Animals,1684504901776,0,2.84,1,F,63,old,0
57ac740478a38d00017cce22,Delayed,457,9,fish,1684504928723,1684504928114,Animals,1684504901776,0,0.8,1,F,63,old,0
57ac740478a38d00017cce22,Delayed,457,10,elephant,1684504932347,1684504931141,Animals,1684504901776,0,3.624,1,F,63,old,0
57ac740478a38d00017cce22,Delayed,457,11,goat,1684504936739,1684504936165,Animals,1684504901776,0,4.392,1,F,63,old,0
57ac740478a38d00017cce22,Delayed,457,12,sheep,1684504937980,1684504937099,Animals,1684504901776,0,1.241,1,F,63,old,0
57ac740478a38d00017cce22,Delayed,457,13,cow,1684504938803,1684504938331,Animals,1684504901776,0,0.823,1,F,63,old,0
57ac740478a38d00017cce22,Delayed,457,14,horse,1684504940314,1684504939074,Animals,1684504901776,0,1.511,1,F,63,old,0
57ac740478a38d00017cce22,Delayed,457,15,snake,1684504943747,1684504942539,Animals,1684504901776,0,3.433,1,F,63,old,0
57ac740478a38d00017cce22,Delayed,457,16,turtle,1684504950931,1684504949149,Animals,1684504901776,0,7.184,1,F,63,old,0
57ac740478a38d00017cce22,Delayed,457,17,hamster,1684504952930,1684504951786,Animals,1684504901776,0,1.999,1,F,63,old,0
57ac740478a38d00017cce22,Delayed,457,18,guineapig,1684504955514,1684504953139,Animals,1684504901776,0,2.584,1,F,63,old,0
57ac740478a38d00017cce22,Delayed,457,19,monkey,1684504964114,1684504962339,Animals,1684504901776,0,8.6,1,F,63,old,0
57ac740478a38d00017cce22,Delayed,457,20,deer,1684504975187,1684504974420,Animals,1684504901776,0,11.073,1,F,63,old,0
57ac740478a38d00017cce22,Delayed,457,21,squirrel,1684504980658,1684504979379,Animals,1684504901776,0,5.471,1,F,63,old,0
57ac740478a38d00017cce22,Delayed,457,22,chipmunk,1684504984027,1684504982619,Animals,1684504901776,0,3.369,1,F,63,old,0
5825dc1f7fcbaa000134776e,Delayed,581,1,fox,1684593931748,1684593929119,Animals,1684593925440,0,6.308,2,M,64,old,0
5825dc1f7fcbaa000134776e,Delayed,581,2,chicken,1684593941661,1684593933542,Animals,1684593925440,0,9.913,2,M,64,old,0
5825dc1f7fcbaa000134776e,Delayed,581,3,goat,1684593945912,1684593942641,Animals,1684593925440,0,4.251,2,M,64,old,0
5825dc1f7fcbaa000134776e,Delayed,581,4,dog,1684593951206,1684593949147,Animals,1684593925440,0,5.294,2,M,64,old,0
5825dc1f7fcbaa000134776e,Delayed,581,5,cat,1684593954448,1684593952082,Animals,1684593925440,0,3.242,2,M,64,old,0
5825dc1f7fcbaa000134776e,Delayed,581,6,horse,1684593959271,1684593956120,Animals,1684593925440,0,4.823,2,M,64,old,0
5825dc1f7fcbaa000134776e,Delayed,581,7,camel,1684593965024,1684593961842,Animals,1684593925440,0,5.753,2,M,64,old,0
5825dc1f7fcbaa000134776e,Delayed,581,8,bear,1684593969732,1684593965877,Animals,1684593925440,0,4.708,2,M,64,old,0
5825dc1f7fcbaa000134776e,Delayed,581,9,eagle,1684593980215,1684593976833,Animals,1684593925440,0,10.483,2,M,64,old,0
5825dc1f7fcbaa000134776e,Delayed,581,10,fish,1684593984486,1684593981349,Animals,1684593925440,0,4.271,2,M,64,old,0
5825dc1f7fcbaa000134776e,Delayed,581,11,lion,1684593993477,1684593991447,Animals,1684593925440,0,8.991,2,M,64,old,0
5825dc1f7fcbaa000134776e,Delayed,581,12,tiger,1684593997653,1684593994381,Animals,1684593925440,0,4.176,2,M,64,old,0
5825dc1f7fcbaa000134776e,Delayed,581,13,mule,1684594001331,1684593998960,Animals,1684593925440,0,3.678,2,M,64,old,0
5825dc1f7fcbaa000134776e,Delayed,506,1,cat,1684512673463,1684512674771,Animals,1684512661548,0,11.915,1,M,64,old,0
5825dc1f7fcbaa000134776e,Delayed,506,2,dog,1684512676823,1684512677577,Animals,1684512661548,0,3.36,1,M,64,old,0
5825dc1f7fcbaa000134776e,Delayed,506,3,turtle,1684512680747,1684512684716,Animals,1684512661548,0,3.924,1,M,64,old,0
5825dc1f7fcbaa000134776e,Delayed,506,4,frog,1684512687318,1684512688496,Animals,1684512661548,0,6.571,1,M,64,old,0
5825dc1f7fcbaa000134776e,Delayed,506,5,bear,1684512691064,1684512692478,Animals,1684512661548,0,3.746,1,M,64,old,0
5825dc1f7fcbaa000134776e,Delayed,506,6,lion,1684512694679,1684512697983,Animals,1684512661548,0,3.615,1,M,64,old,0
5825dc1f7fcbaa000134776e,Delayed,506,7,fox,1684512700093,1684512702412,Animals,1684512661548,0,5.414,1,M,64,old,0
5825dc1f7fcbaa000134776e,Delayed,506,8,beaver,1684512708313,1684512710019,Animals,1684512661548,0,8.22,1,M,64,old,0
5825dc1f7fcbaa000134776e,Delayed,506,9,lion,1684512711920,1684512716350,Animals,1684512661548,0,3.607,1,M,64,old,1
5825dc1f7fcbaa000134776e,Delayed,506,10,elephant,1684512721794,1684512723484,Animals,1684512661548,0,9.874,1,M,64,old,0
5825dc1f7fcbaa000134776e,Delayed,506,11,ox,1684512724988,1684512725667,Animals,1684512661548,0,3.194,1,M,64,old,0
5825dc1f7fcbaa000134776e,Delayed,506,12,horse,1684512727977,1684512736681,Animals,1684512661548,0,2.989,1,M,64,old,0
5825dc1f7fcbaa000134776e,Delayed,506,13,beaver,1684512739504,1684512747050,Animals,1684512661548,0,11.527,1,M,64,old,1
5825dc1f7fcbaa000134776e,Delayed,506,14,coyote,1684512750586,,Animals,1684512661548,0,11.082,1,M,64,old,0
58b2338a898c2e0001a5ca56,Immediate,362,1,dog,1684168806489,1684168803220,Animals,1684168800583,0,5.906,1,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,2,cat,1684168808440,1684168808011,Animals,1684168800583,0,1.951,1,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,3,horse,1684168809832,1684168809219,Animals,1684168800583,0,1.392,1,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,4,snake,1684168812447,1684168811873,Animals,1684168800583,0,2.615,1,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,5,cow,1684168814631,1684168814264,Animals,1684168800583,0,2.184,1,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,6,bird,1684168816961,1684168816378,Animals,1684168800583,0,2.33,1,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,7,redtailedhawk,1684168821443,1684168819082,Animals,1684168800583,0,4.482,1,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,8,buzzard,1684168824978,1684168823344,Animals,1684168800583,0,3.535,1,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,9,anteater,1684168830116,1684168828935,Animals,1684168800583,0,5.138,1,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,10,lion,1684168831479,1684168830807,Animals,1684168800583,0,1.363,1,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,11,griffon,1684168834323,1684168832345,Animals,1684168800583,0,2.844,1,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,12,gyphon,1684168836816,1684168835815,Animals,1684168800583,0,2.493,1,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,13,cloudedtiger,1684168846102,1684168841834,Animals,1684168800583,0,9.286,1,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,14,pig,1684168850743,1684168849995,Animals,1684168800583,0,4.641,1,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,15,chicken,1684168853023,1684168851913,Animals,1684168800583,0,2.28,1,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,16,cat,1684168859272,1684168857738,Animals,1684168800583,0,6.249,1,F,62,old,1
58b2338a898c2e0001a5ca56,Immediate,362,17,panther,1684168861503,1684168860295,Animals,1684168800583,0,2.231,1,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,18,puma,1684168863536,1684168862664,Animals,1684168800583,0,2.033,1,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,19,mountainlion,1684168866620,1684168864209,Animals,1684168800583,0,3.084,1,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,20,mouse,1684168871976,1684168871161,Animals,1684168800583,0,5.356,1,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,21,squirrel,1684168875983,1684168873147,Animals,1684168800583,0,4.007,1,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,22,ant,1684168881632,1684168881007,Animals,1684168800583,0,5.649,1,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,23,bee,1684168884425,1684168883947,Animals,1684168800583,0,2.793,1,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,24,otter,1684168888890,1684168888212,Animals,1684168800583,0,4.465,1,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,1,puma,1684168963281,1684168962151,Animals,1684168959145,0,4.136,2,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,2,mountainlion,1684168966442,1684168964077,Animals,1684168959145,0,3.161,2,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,3,cat,1684168968143,1684168967594,Animals,1684168959145,0,1.701,2,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,4,cat,1684168970161,1684168968724,Animals,1684168959145,0,2.018,2,F,62,old,1
58b2338a898c2e0001a5ca56,Immediate,362,5,mouse,1684168971585,1684168970776,Animals,1684168959145,0,1.424,2,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,6,gerbil,1684168973497,1684168972320,Animals,1684168959145,0,1.912,2,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,7,hamster,1684168975425,1684168973870,Animals,1684168959145,0,1.928,2,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,8,snake,1684168976915,1684168976025,Animals,1684168959145,0,1.49,2,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,9,turtle,1684168980992,1684168977333,Animals,1684168959145,0,4.077,2,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,10,horse,1684168982599,1684168981622,Animals,1684168959145,0,1.607,2,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,11,muskrat,1684168985901,1684168983907,Animals,1684168959145,0,3.302,2,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,12,dog,1684168989563,1684168988990,Animals,1684168959145,0,3.662,2,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,13,bird,1684168999260,1684168998592,Animals,1684168959145,0,9.697,2,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,14,redtailedhawk,1684169003979,1684169000717,Animals,1684168959145,0,4.719,2,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,15,owl,1684169006254,1684169005504,Animals,1684168959145,0,2.275,2,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,16,coyote,1684169013956,1684169011763,Animals,1684168959145,0,7.702,2,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,17,wolf,1684169015905,1684169014522,Animals,1684168959145,0,1.949,2,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,18,pig,1684169022131,1684169020919,Animals,1684168959145,0,6.226,2,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,19,hamster,1684169027705,1684169023371,Animals,1684168959145,0,5.574,2,F,62,old,1
58b2338a898c2e0001a5ca56,Immediate,362,20,gerbil,1684169029145,1684169027987,Animals,1684168959145,0,1.44,2,F,62,old,1
58b2338a898c2e0001a5ca56,Immediate,362,21,mole,1684169032671,1684169030638,Animals,1684168959145,0,3.526,2,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,22,otter,1684169034189,1684169032987,Animals,1684168959145,0,1.518,2,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,23,peccary,1684169040014,1684169036961,Animals,1684168959145,0,5.825,2,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,24,boar,1684169043668,1684169043074,Animals,1684168959145,0,3.654,2,F,62,old,0
58b2338a898c2e0001a5ca56,Immediate,362,25,cougar,1684169047550,1684169046616,Animals,1684168959145,0,3.882,2,F,62,old,0
5928b05e590f0b000126edb8,Delayed,619,1,dog,1684606361300,1684606360488,Animals,1684606358169,0,3.131,2,M,25,young,0
5928b05e590f0b000126edb8,Delayed,619,2,cat,1684606362519,1684606361677,Animals,1684606358169,0,1.219,2,M,25,young,0
5928b05e590f0b000126edb8,Delayed,619,3,eagle,1684606366306,1684606364138,Animals,1684606358169,0,3.787,2,M,25,young,0
5928b05e590f0b000126edb8,Delayed,619,4,giraffe,1684606368762,1684606366956,Animals,1684606358169,0,2.456,2,M,25,young,0
5928b05e590f0b000126edb8,Delayed,619,5,whale,1684606370328,1684606369149,Animals,1684606358169,0,1.566,2,M,25,young,0
5928b05e590f0b000126edb8,Delayed,619,6,octopus,1684606372071,1684606370625,Animals,1684606358169,0,1.743,2,M,25,young,0
5928b05e590f0b000126edb8,Delayed,619,7,lion,1684606373039,1684606372326,Animals,1684606358169,0,0.968,2,M,25,young,0
5928b05e590f0b000126edb8,Delayed,619,8,tiger,1684606374104,1684606373283,Animals,1684606358169,0,1.065,2,M,25,young,0
5928b05e590f0b000126edb8,Delayed,619,9,elephant,1684606375316,1684606374383,Animals,1684606358169,0,1.212,2,M,25,young,0
5928b05e590f0b000126edb8,Delayed,619,10,monkey,1684606380929,1684606379716,Animals,1684606358169,0,5.613,2,M,25,young,0
