jatos_id,prolific_id,condition,itemnum,items,times,firsttime,category,starttime,shortlist,rt,gender,genderText,ageText,didYouTry,understand,comments,listnum,age
345,606734f4935218ab9f94703c,Immediate,20,giraffe,1683755224394,1683755222522,Animals,1683755158413,0,8.36,M,,63,Y,Y,"",1,Old
345,606734f4935218ab9f94703c,Immediate,21,hippopotamus,1683755232641,1683755227860,Animals,1683755158413,0,8.247,M,,63,Y,Y,"",1,Old
345,606734f4935218ab9f94703c,Immediate,22,rhinoceros,1683755241610,1683755234633,Animals,1683755158413,0,8.969,M,,63,Y,Y,"",1,Old
345,606734f4935218ab9f94703c,Immediate,1,dog,1683755347103,1683755346600,Animals,1683755344503,0,2.6,M,,63,Y,Y,"",2,Old
345,606734f4935218ab9f94703c,Immediate,2,cat,1683755348016,1683755347360,Animals,1683755344503,0,0.913,M,,63,Y,Y,"",2,Old
345,606734f4935218ab9f94703c,Immediate,3,zebra,1683755349583,1683755348336,Animals,1683755344503,0,1.567,M,,63,Y,Y,"",2,Old
345,606734f4935218ab9f94703c,Immediate,4,horse,1683755351751,1683755349887,Animals,1683755344503,0,2.168,M,,63,Y,Y,"",2,Old
345,606734f4935218ab9f94703c,Immediate,5,pig,1683755352711,1683755352160,Animals,1683755344503,0,0.96,M,,63,Y,Y,"",2,Old
345,606734f4935218ab9f94703c,Immediate,6,goat,1683755354096,1683755353183,Animals,1683755344503,0,1.385,M,,63,Y,Y,"",2,Old
345,606734f4935218ab9f94703c,Immediate,7,pig,1683755356528,1683755356014,Animals,1683755344503,0,2.432,M,,63,Y,Y,"",2,Old
345,606734f4935218ab9f94703c,Immediate,8,cow,1683755359639,1683755359136,Animals,1683755344503,0,3.111,M,,63,Y,Y,"",2,Old
345,606734f4935218ab9f94703c,Immediate,9,mule,1683755361855,1683755360936,Animals,1683755344503,0,2.216,M,,63,Y,Y,"",2,Old
345,606734f4935218ab9f94703c,Immediate,10,donkey,1683755363384,1683755362391,Animals,1683755344503,0,1.529,M,,63,Y,Y,"",2,Old
345,606734f4935218ab9f94703c,Immediate,11,cheetah,1683755366775,1683755365615,Animals,1683755344503,0,3.391,M,,63,Y,Y,"",2,Old
345,606734f4935218ab9f94703c,Immediate,12,giraffe,1683755370847,1683755369544,Animals,1683755344503,0,4.072,M,,63,Y,Y,"",2,Old
345,606734f4935218ab9f94703c,Immediate,13,sheep,1683755376119,1683755375224,Animals,1683755344503,0,5.272,M,,63,Y,Y,"",2,Old
345,606734f4935218ab9f94703c,Immediate,14,elephant,1683755380175,1683755378479,Animals,1683755344503,0,4.056,M,,63,Y,Y,"",2,Old
345,606734f4935218ab9f94703c,Immediate,15,rhinoceros,1683755387447,1683755383567,Animals,1683755344503,0,7.272,M,,63,Y,Y,"",2,Old
345,606734f4935218ab9f94703c,Immediate,16,hippopotamus,1683755389863,1683755388344,Animals,1683755344503,0,2.416,M,,63,Y,Y,"",2,Old
345,606734f4935218ab9f94703c,Immediate,17,eagle,1683755396087,1683755394464,Animals,1683755344503,0,6.224,M,,63,Y,Y,"",2,Old
345,606734f4935218ab9f94703c,Immediate,18,chicken,1683755397815,1683755396583,Animals,1683755344503,0,1.728,M,,63,Y,Y,"",2,Old
345,606734f4935218ab9f94703c,Immediate,19,hawk,1683755400999,1683755400015,Animals,1683755344503,0,3.184,M,,63,Y,Y,"",2,Old
345,606734f4935218ab9f94703c,Immediate,20,opossum,1683755408430,1683755405536,Animals,1683755344503,0,7.431,M,,63,Y,Y,"",2,Old
345,606734f4935218ab9f94703c,Immediate,21,skunk,1683755410359,1683755409110,Animals,1683755344503,0,1.929,M,,63,Y,Y,"",2,Old
345,606734f4935218ab9f94703c,Immediate,22,armadillo,1683755420454,1683755415374,Animals,1683755344503,0,10.095,M,,63,Y,Y,"",2,Old
345,606734f4935218ab9f94703c,Immediate,23,rat,1683755430662,1683755430021,Animals,1683755344503,0,10.208,M,,63,Y,Y,"",2,Old
345,606734f4935218ab9f94703c,Immediate,24,monkey,1683755432879,1683755431903,Animals,1683755344503,0,2.217,M,,63,Y,Y,"",2,Old
346,60fe1580147adc7ebeb315e6,Immediate,1,zebra,1683756171107,1683756169838,Animals,1683756168303,0,2.804,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,2,elephant,1683756173634,1683756172748,Animals,1683756168303,0,2.527,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,3,cat,1683756174236,1683756173987,Animals,1683756168303,0,0.602,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,4,dog,1683756174712,1683756174425,Animals,1683756168303,0,0.476,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,5,ant,1683756175223,1683756174880,Animals,1683756168303,0,0.511,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,6,bee,1683756175798,1683756175507,Animals,1683756168303,0,0.575,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,7,hamster,1683756177854,1683756177130,Animals,1683756168303,0,2.056,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,8,lion,1683756179684,1683756179283,Animals,1683756168303,0,1.83,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,9,cheetah,1683756180985,1683756179827,Animals,1683756168303,0,1.301,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,10,penguin,1683756181934,1683756181177,Animals,1683756168303,0,0.949,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,11,ostrich,1683756183199,1683756182195,Animals,1683756168303,0,1.265,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,12,tiger,1683756184706,1683756184297,Animals,1683756168303,0,1.507,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,13,donkey,1683756186800,1683756186218,Animals,1683756168303,0,2.094,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,14,horse,1683756187652,1683756186953,Animals,1683756168303,0,0.852,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,15,sheep,1683756189190,1683756188362,Animals,1683756168303,0,1.538,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,16,cow,1683756190221,1683756189303,Animals,1683756168303,0,1.031,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,17,pig,1683756191921,1683756191637,Animals,1683756168303,0,1.7,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,18,duck,1683756192694,1683756192285,Animals,1683756168303,0,0.773,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,19,whale,1683756196917,1683756196431,Animals,1683756168303,0,4.223,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,20,fish,1683756197335,1683756197047,Animals,1683756168303,0,0.418,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,21,dolphin,1683756199523,1683756198569,Animals,1683756168303,0,2.188,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,22,turtle,1683756202119,1683756201416,Animals,1683756168303,0,2.596,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,23,crab,1683756204149,1683756203739,Animals,1683756168303,0,2.03,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,24,lobster,1683756205273,1683756204384,Animals,1683756168303,0,1.124,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,25,eagle,1683756211442,1683756206263,Animals,1683756168303,0,6.169,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,26,hawk,1683756212084,1683756211741,Animals,1683756168303,0,0.642,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,27,toad,1683756213623,1683756213276,Animals,1683756168303,0,1.539,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,28,frog,1683756215581,1683756213802,Animals,1683756168303,0,1.958,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,29,deer,1683756216936,1683756216344,Animals,1683756168303,0,1.355,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,30,moose,1683756217741,1683756217238,Animals,1683756168303,0,0.805,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,31,elk,1683756218621,1683756218268,Animals,1683756168303,0,0.88,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,32,fox,1683756222108,1683756221685,Animals,1683756168303,0,3.487,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,33,marmot,1683756224497,1683756223878,Animals,1683756168303,0,2.389,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,34,mole,1683756226523,1683756226099,Animals,1683756168303,0,2.026,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,35,mouse,1683756227039,1683756226640,Animals,1683756168303,0,0.516,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,36,rat,1683756227517,1683756227199,Animals,1683756168303,0,0.478,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,37,rat,1683756233389,1683756228012,Animals,1683756168303,0,5.872,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,38,chinchilla,1683756237732,1683756236645,Animals,1683756168303,0,4.343,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,39,ferret,1683756239189,1683756238611,Animals,1683756168303,0,1.457,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,40,gecko,1683756242246,1683756241571,Animals,1683756168303,0,3.057,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,41,chameleon,1683756243774,1683756242568,Animals,1683756168303,0,1.528,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,42,snake,1683756244686,1683756244176,Animals,1683756168303,0,0.912,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,43,python,1683756246097,1683756245122,Animals,1683756168303,0,1.411,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,44,butterfly,1683756248902,1683756247115,Animals,1683756168303,0,2.805,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,45,wasp,1683756250504,1683756249905,Animals,1683756168303,0,1.602,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,46,spider,1683756251725,1683756251129,Animals,1683756168303,0,1.221,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,47,platypus,1683756256591,1683756255349,Animals,1683756168303,0,4.866,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,48,echidna,1683756257816,1683756256891,Animals,1683756168303,0,1.225,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,1,Young
346,60fe1580147adc7ebeb315e6,Immediate,1,dog,1683756333397,1683756333573,Animals,1683756331764,0,1.633,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,2,cat,1683756333877,1683756334301,Animals,1683756331764,0,0.48,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,3,hamster,1683756334972,1683756335139,Animals,1683756331764,0,1.095,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,4,rabbit,1683756335835,1683756336395,Animals,1683756331764,0,0.863,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,5,horse,1683756336869,1683756337089,Animals,1683756331764,0,1.034,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,6,pig,1683756338299,1683756341059,Animals,1683756331764,0,1.43,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,7,cow,1683756341333,1683756341456,Animals,1683756331764,0,3.034,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,8,sheep,1683756341913,1683756342522,Animals,1683756331764,0,0.58,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,9,whale,1683756343009,1683756343165,Animals,1683756331764,0,1.096,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,10,fish,1683756343787,1683756344227,Animals,1683756331764,0,0.778,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,11,dolphin,1683756345077,1683756345194,Animals,1683756331764,0,1.29,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,12,crab,1683756345672,1683756345856,Animals,1683756331764,0,0.595,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,13,lobster,1683756346600,1683756347745,Animals,1683756331764,0,0.928,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,14,duck,1683756348125,1683756348979,Animals,1683756331764,0,1.525,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,15,goose,1683756349486,1683756349766,Animals,1683756331764,0,1.361,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,16,moose,1683756350360,1683756350537,Animals,1683756331764,0,0.874,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,17,elk,1683756351014,1683756351343,Animals,1683756331764,0,0.654,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,18,deer,1683756351998,1683756352507,Animals,1683756331764,0,0.984,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,19,fox,1683756352983,1683756353248,Animals,1683756331764,0,0.985,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,20,marmot,1683756354715,1683756355513,Animals,1683756331764,0,1.732,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,21,chinchilla,1683756356440,1683756356631,Animals,1683756331764,0,1.725,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,22,lion,1683756359046,1683756359194,Animals,1683756331764,0,2.606,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,23,tiger,1683756359773,1683756361352,Animals,1683756331764,0,0.727,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,24,leopard,1683756362597,1683756362700,Animals,1683756331764,0,2.824,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,25,cheetah,1683756363513,1683756364790,Animals,1683756331764,0,0.916,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,26,zebra,1683756365465,1683756365660,Animals,1683756331764,0,1.952,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,27,donkey,1683756366266,1683756383110,Animals,1683756331764,0,0.801,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,28,mongoose,1683756384735,1683756385060,Animals,1683756331764,0,18.469,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,29,ferret,1683756385818,1683756388946,Animals,1683756331764,0,1.083,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,30,clam,1683756389399,1683756390024,Animals,1683756331764,0,3.581,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,31,spider,1683756390577,1683756390748,Animals,1683756331764,0,1.178,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,32,bee,1683756391092,1683756391673,Animals,1683756331764,0,0.515,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,33,butterfly,1683756392808,1683756393696,Animals,1683756331764,0,1.716,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,34,beetle,1683756394348,1683756397654,Animals,1683756331764,0,1.54,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,35,snake,1683756398150,1683756398458,Animals,1683756331764,0,3.802,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,36,python,1683756399116,1683756402613,Animals,1683756331764,0,0.966,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,37,gecko,1683756403507,1683756404908,Animals,1683756331764,0,4.391,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,38,chameleon,1683756405709,1683756406381,Animals,1683756331764,0,2.202,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,39,hippopotamus,1683756407076,1683756407192,Animals,1683756331764,0,1.367,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,40,rhinoceros,1683756407864,1683756409842,Animals,1683756331764,0,0.788,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,41,giraffe,1683756410548,1683756417222,Animals,1683756331764,0,2.684,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,42,monkey,1683756417834,1683756419828,Animals,1683756331764,0,7.286,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
346,60fe1580147adc7ebeb315e6,Immediate,43,chimpanzee,1683756420389,,Animals,1683756331764,0,2.555,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!,2,Young
349,5ef11fdda0736031899eb5dc,Immediate,1,dog,1684167459323,1684167458707,Animals,1684167456604,0,2.719,F,,62,Y,Y,"",1,Old
349,5ef11fdda0736031899eb5dc,Immediate,2,cat,1684167461219,1684167460595,Animals,1684167456604,0,1.896,F,,62,Y,Y,"",1,Old
349,5ef11fdda0736031899eb5dc,Immediate,3,bird,1684167463115,1684167462275,Animals,1684167456604,0,1.896,F,,62,Y,Y,"",1,Old
349,5ef11fdda0736031899eb5dc,Immediate,4,snake,1684167464299,1684167463587,Animals,1684167456604,0,1.184,F,,62,Y,Y,"",1,Old
349,5ef11fdda0736031899eb5dc,Immediate,5,cow,1684167467475,1684167464923,Animals,1684167456604,0,3.176,F,,62,Y,Y,"",1,Old
349,5ef11fdda0736031899eb5dc,Immediate,6,horse,1684167468771,1684167467963,Animals,1684167456604,0,1.296,F,,62,Y,Y,"",1,Old
349,5ef11fdda0736031899eb5dc,Immediate,7,elephant,1684167473275,1684167470339,Animals,1684167456604,0,4.504,F,,62,Y,Y,"",1,Old
349,5ef11fdda0736031899eb5dc,Immediate,8,tiger,1684167475179,1684167474307,Animals,1684167456604,0,1.904,F,,62,Y,Y,"",1,Old
349,5ef11fdda0736031899eb5dc,Immediate,9,camel,1684167482690,1684167481579,Animals,1684167456604,0,7.511,F,,62,Y,Y,"",1,Old
349,5ef11fdda0736031899eb5dc,Immediate,10,giraffe,1684167489170,1684167484034,Animals,1684167456604,0,6.48,F,,62,Y,Y,"",1,Old
349,5ef11fdda0736031899eb5dc,Immediate,11,bear,1684167495642,1684167494818,Animals,1684167456604,0,6.472,F,,62,Y,Y,"",1,Old
349,5ef11fdda0736031899eb5dc,Immediate,12,raccoon,1684167498970,1684167497066,Animals,1684167456604,0,3.328,F,,62,Y,Y,"",1,Old
349,5ef11fdda0736031899eb5dc,Immediate,13,squirrel,1684167503618,1684167500818,Animals,1684167456604,0,4.648,F,,62,Y,Y,"",1,Old
349,5ef11fdda0736031899eb5dc,Immediate,14,turtle,1684167509362,1684167507978,Animals,1684167456604,0,5.744,F,,62,Y,Y,"",1,Old
349,5ef11fdda0736031899eb5dc,Immediate,15,fish,1684167512130,1684167511394,Animals,1684167456604,0,2.768,F,,62,Y,Y,"",1,Old
349,5ef11fdda0736031899eb5dc,Immediate,16,beaver,1684167523866,1684167522442,Animals,1684167456604,0,11.736,F,,62,Y,Y,"",1,Old
349,5ef11fdda0736031899eb5dc,Immediate,17,chipmunk,1684167530770,1684167526738,Animals,1684167456604,0,6.904,F,,62,Y,Y,"",1,Old
349,5ef11fdda0736031899eb5dc,Immediate,18,moose,1684167542506,1684167532754,Animals,1684167456604,0,11.736,F,,62,Y,Y,"",1,Old
349,5ef11fdda0736031899eb5dc,Immediate,19,deer,1684167544363,1684167543028,Animals,1684167456604,0,1.857,F,,62,Y,Y,"",1,Old
349,5ef11fdda0736031899eb5dc,Immediate,1,cow,1684167625563,1684167624979,Animals,1684167622691,0,2.872,F,,62,Y,Y,"",2,Old
349,5ef11fdda0736031899eb5dc,Immediate,2,cat,1684167626859,1684167626388,Animals,1684167622691,0,1.296,F,,62,Y,Y,"",2,Old
349,5ef11fdda0736031899eb5dc,Immediate,3,dog,1684167627971,1684167627539,Animals,1684167622691,0,1.112,F,,62,Y,Y,"",2,Old
349,5ef11fdda0736031899eb5dc,Immediate,4,bird,1684167630787,1684167628339,Animals,1684167622691,0,2.816,F,,62,Y,Y,"",2,Old
349,5ef11fdda0736031899eb5dc,Immediate,5,otter,1684167640891,1684167633219,Animals,1684167622691,0,10.104,F,,62,Y,Y,"",2,Old
349,5ef11fdda0736031899eb5dc,Immediate,6,alligator,1684167651603,1684167649723,Animals,1684167622691,0,10.712,F,,62,Y,Y,"",2,Old
349,5ef11fdda0736031899eb5dc,Immediate,7,crocodile,1684167660459,1684167653579,Animals,1684167622691,0,8.856,F,,62,Y,Y,"",2,Old
349,5ef11fdda0736031899eb5dc,Immediate,8,pig,1684167673523,1684167672267,Animals,1684167622691,0,13.064,F,,62,Y,Y,"",2,Old
