jatos_id,prolific_id,condition,gamenum,itemnum,items,times,firsttime,category,starttime,shortlist,rt,gender,genderText,ageText,didYouTry,understand,comments
345,606734f4935218ab9f94703c,Immediate,2,10,donkey,1683755363384,1683755362391,Animals,1683755344503,0,1.529,M,,63,Y,Y,""
345,606734f4935218ab9f94703c,Immediate,2,11,chetah,1683755366775,1683755365615,Animals,1683755344503,0,3.391,M,,63,Y,Y,""
345,606734f4935218ab9f94703c,Immediate,2,12,giragge,1683755370847,1683755369544,Animals,1683755344503,0,4.072,M,,63,Y,Y,""
345,606734f4935218ab9f94703c,Immediate,2,13,lamb,1683755376119,1683755375224,Animals,1683755344503,0,5.272,M,,63,Y,Y,""
345,606734f4935218ab9f94703c,Immediate,2,14,elephant,1683755380175,1683755378479,Animals,1683755344503,0,4.056,M,,63,Y,Y,""
345,606734f4935218ab9f94703c,Immediate,2,15,rhinoasarus,1683755387447,1683755383567,Animals,1683755344503,0,7.272,M,,63,Y,Y,""
345,606734f4935218ab9f94703c,Immediate,2,16,hippo,1683755389863,1683755388344,Animals,1683755344503,0,2.416,M,,63,Y,Y,""
345,606734f4935218ab9f94703c,Immediate,2,17,eagle,1683755396087,1683755394464,Animals,1683755344503,0,6.224,M,,63,Y,Y,""
345,606734f4935218ab9f94703c,Immediate,2,18,chicken,1683755397815,1683755396583,Animals,1683755344503,0,1.728,M,,63,Y,Y,""
345,606734f4935218ab9f94703c,Immediate,2,19,hawk,1683755400999,1683755400015,Animals,1683755344503,0,3.184,M,,63,Y,Y,""
345,606734f4935218ab9f94703c,Immediate,2,20,opossum,1683755408430,1683755405536,Animals,1683755344503,0,7.431,M,,63,Y,Y,""
345,606734f4935218ab9f94703c,Immediate,2,21,skunk,1683755410359,1683755409110,Animals,1683755344503,0,1.929,M,,63,Y,Y,""
345,606734f4935218ab9f94703c,Immediate,2,22,armadillo,1683755420454,1683755415374,Animals,1683755344503,0,10.095,M,,63,Y,Y,""
345,606734f4935218ab9f94703c,Immediate,2,23,rat,1683755430662,1683755430021,Animals,1683755344503,0,10.208,M,,63,Y,Y,""
345,606734f4935218ab9f94703c,Immediate,2,24,monkey,1683755432879,1683755431903,Animals,1683755344503,0,2.217,M,,63,Y,Y,""
346,60fe1580147adc7ebeb315e6,Immediate,1,1,zebra,1683756171107,1683756169838,Animals,1683756168303,0,2.804,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,2,elephant,1683756173634,1683756172748,Animals,1683756168303,0,2.527,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,3,cat,1683756174236,1683756173987,Animals,1683756168303,0,0.602,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,4,dog,1683756174712,1683756174425,Animals,1683756168303,0,0.476,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,5,ant,1683756175223,1683756174880,Animals,1683756168303,0,0.511,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,6,bee,1683756175798,1683756175507,Animals,1683756168303,0,0.575,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,7,hamster,1683756177854,1683756177130,Animals,1683756168303,0,2.056,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,8,lion,1683756179684,1683756179283,Animals,1683756168303,0,1.83,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,9,cheetah,1683756180985,1683756179827,Animals,1683756168303,0,1.301,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,10,penguin,1683756181934,1683756181177,Animals,1683756168303,0,0.949,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,11,ostrich,1683756183199,1683756182195,Animals,1683756168303,0,1.265,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,12,tiger,1683756184706,1683756184297,Animals,1683756168303,0,1.507,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,13,donkey,1683756186800,1683756186218,Animals,1683756168303,0,2.094,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,14,horse,1683756187652,1683756186953,Animals,1683756168303,0,0.852,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,15,sheep,1683756189190,1683756188362,Animals,1683756168303,0,1.538,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,16,cow,1683756190221,1683756189303,Animals,1683756168303,0,1.031,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,17,pig,1683756191921,1683756191637,Animals,1683756168303,0,1.7,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,18,duck,1683756192694,1683756192285,Animals,1683756168303,0,0.773,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,19,whale,1683756196917,1683756196431,Animals,1683756168303,0,4.223,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,20,fish,1683756197335,1683756197047,Animals,1683756168303,0,0.418,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,21,dolphin,1683756199523,1683756198569,Animals,1683756168303,0,2.188,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,22,turtle,1683756202119,1683756201416,Animals,1683756168303,0,2.596,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,23,crab,1683756204149,1683756203739,Animals,1683756168303,0,2.03,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,24,lobster,1683756205273,1683756204384,Animals,1683756168303,0,1.124,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,25,eagle,1683756211442,1683756206263,Animals,1683756168303,0,6.169,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,26,hawk,1683756212084,1683756211741,Animals,1683756168303,0,0.642,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,27,toad,1683756213623,1683756213276,Animals,1683756168303,0,1.539,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,28,frog,1683756215581,1683756213802,Animals,1683756168303,0,1.958,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,29,deer,1683756216936,1683756216344,Animals,1683756168303,0,1.355,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,30,moose,1683756217741,1683756217238,Animals,1683756168303,0,0.805,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,31,elk,1683756218621,1683756218268,Animals,1683756168303,0,0.88,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,32,fox,1683756222108,1683756221685,Animals,1683756168303,0,3.487,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,33,marmot,1683756224497,1683756223878,Animals,1683756168303,0,2.389,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,34,mole,1683756226523,1683756226099,Animals,1683756168303,0,2.026,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,35,mouse,1683756227039,1683756226640,Animals,1683756168303,0,0.516,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,36,rat,1683756227517,1683756227199,Animals,1683756168303,0,0.478,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,37,rat,1683756233389,1683756228012,Animals,1683756168303,0,5.872,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,38,chinchilla,1683756237732,1683756236645,Animals,1683756168303,0,4.343,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,39,ferret,1683756239189,1683756238611,Animals,1683756168303,0,1.457,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,40,gecko,1683756242246,1683756241571,Animals,1683756168303,0,3.057,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,41,chameleon,1683756243774,1683756242568,Animals,1683756168303,0,1.528,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,42,snake,1683756244686,1683756244176,Animals,1683756168303,0,0.912,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,43,python,1683756246097,1683756245122,Animals,1683756168303,0,1.411,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,44,butterfly,1683756248902,1683756247115,Animals,1683756168303,0,2.805,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,45,wasp,1683756250504,1683756249905,Animals,1683756168303,0,1.602,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,46,spider,1683756251725,1683756251129,Animals,1683756168303,0,1.221,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,47,platypus,1683756256591,1683756255349,Animals,1683756168303,0,4.866,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,1,48,echidn,1683756257816,1683756256891,Animals,1683756168303,0,1.225,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,1,dog,1683756333397,1683756333573,Animals,1683756331764,0,1.633,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,2,cat,1683756333877,1683756334301,Animals,1683756331764,0,0.48,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,3,hamster,1683756334972,1683756335139,Animals,1683756331764,0,1.095,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,4,rabbit,1683756335835,1683756336395,Animals,1683756331764,0,0.863,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,5,horse,1683756336869,1683756337089,Animals,1683756331764,0,1.034,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,6,pig,1683756338299,1683756341059,Animals,1683756331764,0,1.43,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,7,cow,1683756341333,1683756341456,Animals,1683756331764,0,3.034,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,8,sheep,1683756341913,1683756342522,Animals,1683756331764,0,0.58,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,9,whale,1683756343009,1683756343165,Animals,1683756331764,0,1.096,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,10,fish,1683756343787,1683756344227,Animals,1683756331764,0,0.778,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,11,dolphin,1683756345077,1683756345194,Animals,1683756331764,0,1.29,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,12,crab,1683756345672,1683756345856,Animals,1683756331764,0,0.595,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,13,lobster,1683756346600,1683756347745,Animals,1683756331764,0,0.928,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,14,duck,1683756348125,1683756348979,Animals,1683756331764,0,1.525,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,15,goose,1683756349486,1683756349766,Animals,1683756331764,0,1.361,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,16,moose,1683756350360,1683756350537,Animals,1683756331764,0,0.874,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,17,elk,1683756351014,1683756351343,Animals,1683756331764,0,0.654,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,18,deer,1683756351998,1683756352507,Animals,1683756331764,0,0.984,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,19,fox,1683756352983,1683756353248,Animals,1683756331764,0,0.985,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,20,marmot,1683756354715,1683756355513,Animals,1683756331764,0,1.732,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,21,chinchilla,1683756356440,1683756356631,Animals,1683756331764,0,1.725,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,22,lion,1683756359046,1683756359194,Animals,1683756331764,0,2.606,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,23,tiger,1683756359773,1683756361352,Animals,1683756331764,0,0.727,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,24,leopard,1683756362597,1683756362700,Animals,1683756331764,0,2.824,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,25,cheetah,1683756363513,1683756364790,Animals,1683756331764,0,0.916,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,26,zebra,1683756365465,1683756365660,Animals,1683756331764,0,1.952,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,27,donkey,1683756366266,1683756383110,Animals,1683756331764,0,0.801,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,28,mongoose,1683756384735,1683756385060,Animals,1683756331764,0,18.469,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,29,ferret,1683756385818,1683756388946,Animals,1683756331764,0,1.083,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,30,clam,1683756389399,1683756390024,Animals,1683756331764,0,3.581,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,31,spider,1683756390577,1683756390748,Animals,1683756331764,0,1.178,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,32,bee,1683756391092,1683756391673,Animals,1683756331764,0,0.515,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,33,butterfly,1683756392808,1683756393696,Animals,1683756331764,0,1.716,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,34,beetle,1683756394348,1683756397654,Animals,1683756331764,0,1.54,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,35,snake,1683756398150,1683756398458,Animals,1683756331764,0,3.802,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,36,python,1683756399116,1683756402613,Animals,1683756331764,0,0.966,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,37,gecko,1683756403507,1683756404908,Animals,1683756331764,0,4.391,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,38,chameleon,1683756405709,1683756406381,Animals,1683756331764,0,2.202,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,39,hippo,1683756407076,1683756407192,Animals,1683756331764,0,1.367,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,40,rhino,1683756407864,1683756409842,Animals,1683756331764,0,0.788,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,41,giraffe,1683756410548,1683756417222,Animals,1683756331764,0,2.684,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,42,monkey,1683756417834,1683756419828,Animals,1683756331764,0,7.286,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
346,60fe1580147adc7ebeb315e6,Immediate,2,43,chimp,1683756420389,,Animals,1683756331764,0,2.555,F,,23,Y,Y,Wasn't sure if I had already submitted something or not!
348,5ca60cd95a6f9a0015b2d034,Immediate,1,1,lion tiger  cat dog  deer wolf,1684167312201,1684167313986,Animals,1684167284835,0,27.366,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,1,2,dog,1684167315463,1684167317316,Animals,1684167284835,0,3.262,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,1,3,deer,1684167320441,1684167321346,Animals,1684167284835,0,4.978,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,1,4,cat,1684167322605,1684167326245,Animals,1684167284835,0,2.164,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,1,5,wolf,1684167328602,1684167330708,Animals,1684167284835,0,5.997,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,1,6,tiger,1684167333155,1684167334662,Animals,1684167284835,0,4.553,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,1,7,lion,1684167336640,1684167338575,Animals,1684167284835,0,3.485,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,1,8,chipmun,1684167342065,1684167344548,Animals,1684167284835,0,5.425,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,1,9,coyote,1684167348431,1684167350515,Animals,1684167284835,0,6.366,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,1,10,cow,1684167352763,1684167355556,Animals,1684167284835,0,4.332,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,1,11,chicken,1684167359879,1684167364363,Animals,1684167284835,0,7.116,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,1,12,tiger,1684167366450,1684167369449,Animals,1684167284835,0,6.571,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,1,13,squirrel,1684167373424,,Animals,1684167284835,0,6.974,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,2,1,dog,1684167451129,1684167449305,Animals,1684167445745,0,5.384,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,2,2,cat,1684167453412,1684167452171,Animals,1684167445745,0,2.283,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,2,3,cow,1684167457133,1684167454709,Animals,1684167445745,0,3.721,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,2,4,horse,1684167461128,1684167458334,Animals,1684167445745,0,3.995,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,2,5,tiger,1684167466862,1684167464162,Animals,1684167445745,0,5.734,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,2,6,wolf,1684167469817,1684167467601,Animals,1684167445745,0,2.955,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,2,7,coyote,1684167477422,1684167473837,Animals,1684167445745,0,7.605,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,2,8,deer,1684167481421,1684167480062,Animals,1684167445745,0,3.999,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,2,9,skunk,1684167486647,1684167484074,Animals,1684167445745,0,5.226,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,2,10,chicken,1684167492600,1684167487811,Animals,1684167445745,0,5.953,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,2,11,fox,1684167498429,1684167496164,Animals,1684167445745,0,5.829,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,2,12,antelope,1684167506808,1684167501458,Animals,1684167445745,0,8.379,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,2,13,elephant,1684167521228,1684167515822,Animals,1684167445745,0,14.42,M,,70,Y,Y,""
348,5ca60cd95a6f9a0015b2d034,Immediate,2,14,fox,1684167525974,1684167523746,Animals,1684167445745,0,4.746,M,,70,Y,Y,""
349,5ef11fdda0736031899eb5dc,Immediate,1,1,dag,1684167459323,1684167458707,Animals,1684167456604,0,2.719,F,,62,Y,Y,""
349,5ef11fdda0736031899eb5dc,Immediate,1,2,cat,1684167461219,1684167460595,Animals,1684167456604,0,1.896,F,,62,Y,Y,""
349,5ef11fdda0736031899eb5dc,Immediate,1,3,bird,1684167463115,1684167462275,Animals,1684167456604,0,1.896,F,,62,Y,Y,""
349,5ef11fdda0736031899eb5dc,Immediate,1,4,snake,1684167464299,1684167463587,Animals,1684167456604,0,1.184,F,,62,Y,Y,""
349,5ef11fdda0736031899eb5dc,Immediate,1,5,cow,1684167467475,1684167464923,Animals,1684167456604,0,3.176,F,,62,Y,Y,""
349,5ef11fdda0736031899eb5dc,Immediate,1,6,horse,1684167468771,1684167467963,Animals,1684167456604,0,1.296,F,,62,Y,Y,""
