jatos_id,prolific_id,gamenum,itemnum,items,times,firsttime,category,starttime,shortlist,condition,rt
447,61004bf77aff9a6e73bcca30,1,18,horse,1684180790065,1684180788170,Animals,1684180708162,0,Immediate,3.497
447,61004bf77aff9a6e73bcca30,1,19,cow,1684180791098,1684180790606,Animals,1684180708162,0,Immediate,1.033
447,61004bf77aff9a6e73bcca30,1,20,pig,1684180792378,1684180791559,Animals,1684180708162,0,Immediate,1.28
447,61004bf77aff9a6e73bcca30,1,21,sheep,1684180794080,1684180793183,Animals,1684180708162,0,Immediate,1.702
447,61004bf77aff9a6e73bcca30,1,22,goat,1684180796567,1684180795380,Animals,1684180708162,0,Immediate,2.487
447,61004bf77aff9a6e73bcca30,2,1,cow,1684180876641,1684180877236,Animals,1684180873951,0,Immediate,2.69
447,61004bf77aff9a6e73bcca30,2,2,sheep,1684180878183,1684180881251,Animals,1684180873951,0,Immediate,1.542
447,61004bf77aff9a6e73bcca30,2,3,donkey,1684180882517,1684180883261,Animals,1684180873951,0,Immediate,4.334
447,61004bf77aff9a6e73bcca30,2,4,horse,1684180884654,1684180885544,Animals,1684180873951,0,Immediate,2.137
447,61004bf77aff9a6e73bcca30,2,5,goat,1684180886497,1684180887214,Animals,1684180873951,0,Immediate,1.843
447,61004bf77aff9a6e73bcca30,2,6,duck,1684180887988,1684180890517,Animals,1684180873951,0,Immediate,1.491
447,61004bf77aff9a6e73bcca30,2,7,pig,1684180896376,1684180897293,Animals,1684180873951,0,Immediate,8.388
447,61004bf77aff9a6e73bcca30,2,8,chicken,1684180898425,1684180902612,Animals,1684180873951,0,Immediate,2.049
447,61004bf77aff9a6e73bcca30,2,9,lion,1684180903341,1684180905132,Animals,1684180873951,0,Immediate,4.916
447,61004bf77aff9a6e73bcca30,2,10,deer,1684180906130,1684180908908,Animals,1684180873951,0,Immediate,2.789
447,61004bf77aff9a6e73bcca30,2,11,zebra,1684180917508,1684180920259,Animals,1684180873951,0,Immediate,11.378
447,61004bf77aff9a6e73bcca30,2,12,giraffe,1684180922861,1684180926056,Animals,1684180873951,0,Immediate,5.353
447,61004bf77aff9a6e73bcca30,2,13,rhinoceros,1684180928502,1684180929821,Animals,1684180873951,0,Immediate,5.641
447,61004bf77aff9a6e73bcca30,2,14,hippopotamus,1684180931607,1684180935934,Animals,1684180873951,0,Immediate,3.105
447,61004bf77aff9a6e73bcca30,2,15,cheetah,1684180941368,1684180946729,Animals,1684180873951,0,Immediate,9.761
447,61004bf77aff9a6e73bcca30,2,16,cat,1684180948315,1684180949829,Animals,1684180873951,0,Immediate,6.947
447,61004bf77aff9a6e73bcca30,2,17,rabbit,1684180951392,1684180954028,Animals,1684180873951,0,Immediate,3.077
447,61004bf77aff9a6e73bcca30,2,18,monkey,1684180955013,1684180959428,Animals,1684180873951,0,Immediate,3.621
447,61004bf77aff9a6e73bcca30,2,19,owl,1684180959927,1684180961672,Animals,1684180873951,0,Immediate,4.914
447,61004bf77aff9a6e73bcca30,2,20,panda,1684180962354,1684180963744,Animals,1684180873951,0,Immediate,2.427
447,61004bf77aff9a6e73bcca30,2,21,bear,1684180964308,,Animals,1684180873951,0,Immediate,1.954
446,5f0e8b3ec42b54043d5de0ca,1,1,dog,1684180662548,1684180661494,Animals,1684180658627,0,Immediate,3.921
446,5f0e8b3ec42b54043d5de0ca,1,2,cat,1684180663942,1684180663253,Animals,1684180658627,0,Immediate,1.394
446,5f0e8b3ec42b54043d5de0ca,1,3,giraffe,1684180669174,1684180666931,Animals,1684180658627,0,Immediate,5.232
446,5f0e8b3ec42b54043d5de0ca,1,4,bat,1684180671757,1684180671259,Animals,1684180658627,0,Immediate,2.583
446,5f0e8b3ec42b54043d5de0ca,1,5,antelope,1684180677079,1684180675278,Animals,1684180658627,0,Immediate,5.322
446,5f0e8b3ec42b54043d5de0ca,1,6,mouse,1684180680202,1684180679174,Animals,1684180658627,0,Immediate,3.123
446,5f0e8b3ec42b54043d5de0ca,1,7,tiger,1684180688105,1684180681913,Animals,1684180658627,0,Immediate,7.903
446,5f0e8b3ec42b54043d5de0ca,1,8,lion,1684180689427,1684180688593,Animals,1684180658627,0,Immediate,1.322
446,5f0e8b3ec42b54043d5de0ca,1,9,fly,1684180693375,1684180692591,Animals,1684180658627,0,Immediate,3.948
446,5f0e8b3ec42b54043d5de0ca,1,10,pig,1684180700141,1684180699420,Animals,1684180658627,0,Immediate,6.766
446,5f0e8b3ec42b54043d5de0ca,1,11,cow,1684180701165,1684180700533,Animals,1684180658627,0,Immediate,1.024
446,5f0e8b3ec42b54043d5de0ca,1,12,goat,1684180706922,1684180706122,Animals,1684180658627,0,Immediate,5.757
446,5f0e8b3ec42b54043d5de0ca,1,13,chicken,1684180710003,1684180707916,Animals,1684180658627,0,Immediate,3.081
446,5f0e8b3ec42b54043d5de0ca,1,14,rabbit,1684180719201,1684180717809,Animals,1684180658627,0,Immediate,9.198
446,5f0e8b3ec42b54043d5de0ca,1,15,horse,1684180746521,1684180744195,Animals,1684180658627,0,Immediate,27.32
446,5f0e8b3ec42b54043d5de0ca,2,1,cat,1684180822738,1684180822136,Animals,1684180815892,0,Immediate,6.846
446,5f0e8b3ec42b54043d5de0ca,2,2,cod,1684180825270,1684180823772,Animals,1684180815892,0,Immediate,2.532
446,5f0e8b3ec42b54043d5de0ca,2,3,antelope,1684180830296,1684180828249,Animals,1684180815892,0,Immediate,5.026
446,5f0e8b3ec42b54043d5de0ca,2,4,cattle,1684180841106,1684180838059,Animals,1684180815892,0,Immediate,10.81
446,5f0e8b3ec42b54043d5de0ca,2,5,ant,1684180863298,1684180861813,Animals,1684180815892,0,Immediate,22.192
446,5f0e8b3ec42b54043d5de0ca,2,6,gorilla,1684180872074,1684180869820,Animals,1684180815892,0,Immediate,8.776
446,5f0e8b3ec42b54043d5de0ca,2,7,owl,1684180878889,1684180878350,Animals,1684180815892,0,Immediate,6.815
446,5f0e8b3ec42b54043d5de0ca,2,8,bear,1684180887896,1684180884461,Animals,1684180815892,0,Immediate,9.007
446,5f0e8b3ec42b54043d5de0ca,2,9,bee,1684180891583,1684180890286,Animals,1684180815892,0,Immediate,3.687
446,5f0e8b3ec42b54043d5de0ca,2,10,butterfly,1684180904133,1684180901825,Animals,1684180815892,0,Immediate,12.55
445,5f15679513afe8025c820671,1,1,cat,1684180567205,1684180566753,Animals,1684180564961,0,Immediate,2.244
445,5f15679513afe8025c820671,1,2,dog,1684180568030,1684180567556,Animals,1684180564961,0,Immediate,0.825
445,5f15679513afe8025c820671,1,3,elephant,1684180569538,1684180568221,Animals,1684180564961,0,Immediate,1.508
445,5f15679513afe8025c820671,1,4,rooster,1684180571453,1684180570183,Animals,1684180564961,0,Immediate,1.915
445,5f15679513afe8025c820671,1,5,pig,1684180573012,1684180572530,Animals,1684180564961,0,Immediate,1.559
445,5f15679513afe8025c820671,1,6,goat,1684180574109,1684180573296,Animals,1684180564961,0,Immediate,1.097
445,5f15679513afe8025c820671,1,7,sheep,1684180575199,1684180574349,Animals,1684180564961,0,Immediate,1.09
445,5f15679513afe8025c820671,1,8,cow,1684180576170,1684180575349,Animals,1684180564961,0,Immediate,0.971
445,5f15679513afe8025c820671,1,9,bird,1684180577492,1684180576626,Animals,1684180564961,0,Immediate,1.322
445,5f15679513afe8025c820671,1,10,deer,1684180578538,1684180577754,Animals,1684180564961,0,Immediate,1.046
445,5f15679513afe8025c820671,1,11,raccoon,1684180581085,1684180578763,Animals,1684180564961,0,Immediate,2.547
445,5f15679513afe8025c820671,1,12,possum,1684180584797,1684180582437,Animals,1684180564961,0,Immediate,3.712
445,5f15679513afe8025c820671,1,13,kangaroo,1684180588061,1684180585677,Animals,1684180564961,0,Immediate,3.264
445,5f15679513afe8025c820671,1,14,wolf,1684180589381,1684180588750,Animals,1684180564961,0,Immediate,1.32
445,5f15679513afe8025c820671,1,15,owl,1684180590442,1684180589622,Animals,1684180564961,0,Immediate,1.061
445,5f15679513afe8025c820671,1,16,bear,1684180592532,1684180591629,Animals,1684180564961,0,Immediate,2.09
445,5f15679513afe8025c820671,1,17,snake,1684180599395,1684180598642,Animals,1684180564961,0,Immediate,6.863
445,5f15679513afe8025c820671,1,18,gecko,1684180601141,1684180600276,Animals,1684180564961,0,Immediate,1.746
445,5f15679513afe8025c820671,1,19,fish,1684180604366,1684180603502,Animals,1684180564961,0,Immediate,3.225
445,5f15679513afe8025c820671,1,20,dolphin,1684180606113,1684180604554,Animals,1684180564961,0,Immediate,1.747
445,5f15679513afe8025c820671,1,21,shark,1684180607615,1684180606308,Animals,1684180564961,0,Immediate,1.502
445,5f15679513afe8025c820671,1,22,whale,1684180608893,1684180607892,Animals,1684180564961,0,Immediate,1.278
445,5f15679513afe8025c820671,1,23,lion,1684180616868,1684180610594,Animals,1684180564961,0,Immediate,7.975
445,5f15679513afe8025c820671,1,24,tiger,1684180621250,1684180617065,Animals,1684180564961,0,Immediate,4.382
445,5f15679513afe8025c820671,1,25,walrus,1684180622437,1684180621408,Animals,1684180564961,0,Immediate,1.187
445,5f15679513afe8025c820671,1,26,narwhal,1684180624196,1684180622819,Animals,1684180564961,0,Immediate,1.759
445,5f15679513afe8025c820671,1,27,squid,1684180627387,1684180626573,Animals,1684180564961,0,Immediate,3.191
445,5f15679513afe8025c820671,1,28,octopus,1684180630216,1684180627641,Animals,1684180564961,0,Immediate,2.829
445,5f15679513afe8025c820671,1,29,fox,1684180634883,1684180634122,Animals,1684180564961,0,Immediate,4.667
445,5f15679513afe8025c820671,1,30,coyote,1684180637967,1684180635442,Animals,1684180564961,0,Immediate,3.084
445,5f15679513afe8025c820671,1,31,leopard,1684180644977,1684180643217,Animals,1684180564961,0,Immediate,7.01
445,5f15679513afe8025c820671,1,32,cougar,1684180647740,1684180645238,Animals,1684180564961,0,Immediate,2.763
445,5f15679513afe8025c820671,1,33,platypus,1684180652391,1684180650874,Animals,1684180564961,0,Immediate,4.651
445,5f15679513afe8025c820671,1,34,beaver,1684180653635,1684180652713,Animals,1684180564961,0,Immediate,1.244
445,5f15679513afe8025c820671,2,1,beaver,1684180733204,1684180732177,Animals,1684180729580,0,Immediate,3.624
445,5f15679513afe8025c820671,2,2,goat,1684180734114,1684180733348,Animals,1684180729580,0,Immediate,0.91
445,5f15679513afe8025c820671,2,3,sheep,1684180735100,1684180734258,Animals,1684180729580,0,Immediate,0.986
445,5f15679513afe8025c820671,2,4,chicken,1684180736944,1684180735404,Animals,1684180729580,0,Immediate,1.844
445,5f15679513afe8025c820671,2,5,bear,1684180738193,1684180737460,Animals,1684180729580,0,Immediate,1.249
445,5f15679513afe8025c820671,2,6,duck,1684180739148,1684180738369,Animals,1684180729580,0,Immediate,0.955
445,5f15679513afe8025c820671,2,7,goose,1684180740477,1684180739433,Animals,1684180729580,0,Immediate,1.329
445,5f15679513afe8025c820671,2,8,bird,1684180742871,1684180741932,Animals,1684180729580,0,Immediate,2.394
445,5f15679513afe8025c820671,2,9,owl,1684180744654,1684180744097,Animals,1684180729580,0,Immediate,1.783
445,5f15679513afe8025c820671,2,10,eagle,1684180749118,1684180747961,Animals,1684180729580,0,Immediate,4.464
445,5f15679513afe8025c820671,2,11,otter,1684180750605,1684180749356,Animals,1684180729580,0,Immediate,1.487
445,5f15679513afe8025c820671,2,12,tiger,1684180751889,1684180751211,Animals,1684180729580,0,Immediate,1.284
445,5f15679513afe8025c820671,2,13,lion,1684180753239,1684180752092,Animals,1684180729580,0,Immediate,1.35
445,5f15679513afe8025c820671,2,14,giraffe,1684180756840,1684180753966,Animals,1684180729580,0,Immediate,3.601
445,5f15679513afe8025c820671,2,15,elephant,1684180758601,1684180757095,Animals,1684180729580,0,Immediate,1.761
445,5f15679513afe8025c820671,2,16,rhinoceros,1684180762655,1684180758804,Animals,1684180729580,0,Immediate,4.054
445,5f15679513afe8025c820671,2,17,jaguar,1684180771021,1684180770076,Animals,1684180729580,0,Immediate,8.366
445,5f15679513afe8025c820671,2,18,cheetah,1684180772261,1684180771199,Animals,1684180729580,0,Immediate,1.24
445,5f15679513afe8025c820671,2,19,moose,1684180775977,1684180775063,Animals,1684180729580,0,Immediate,3.716
445,5f15679513afe8025c820671,2,20,gazelle,1684180779664,1684180777926,Animals,1684180729580,0,Immediate,3.687
445,5f15679513afe8025c820671,2,21,zebra,1684180781403,1684180780142,Animals,1684180729580,0,Immediate,1.739
445,5f15679513afe8025c820671,2,22,snake,1684180782172,1684180781578,Animals,1684180729580,0,Immediate,0.769
445,5f15679513afe8025c820671,2,23,gecko,1684180783654,1684180782657,Animals,1684180729580,0,Immediate,1.482
445,5f15679513afe8025c820671,2,24,penguin,1684180787301,1684180785320,Animals,1684180729580,0,Immediate,3.647
445,5f15679513afe8025c820671,2,25,whale,1684180788166,1684180787413,Animals,1684180729580,0,Immediate,0.865
445,5f15679513afe8025c820671,2,26,deer,1684180789393,1684180788785,Animals,1684180729580,0,Immediate,1.227
445,5f15679513afe8025c820671,2,27,dolphin,1684180794548,1684180792870,Animals,1684180729580,0,Immediate,5.155
445,5f15679513afe8025c820671,2,28,fish,1684180795301,1684180794787,Animals,1684180729580,0,Immediate,0.753
445,5f15679513afe8025c820671,2,29,octopus,1684180797160,1684180795510,Animals,1684180729580,0,Immediate,1.859
445,5f15679513afe8025c820671,2,30,squid,1684180798497,1684180797585,Animals,1684180729580,0,Immediate,1.337
445,5f15679513afe8025c820671,2,31,dog,1684180800362,1684180800064,Animals,1684180729580,0,Immediate,1.865
445,5f15679513afe8025c820671,2,32,cat,1684180801328,1684180800561,Animals,1684180729580,0,Immediate,0.966
445,5f15679513afe8025c820671,2,33,turtle,1684180806018,1684180804244,Animals,1684180729580,0,Immediate,4.69
445,5f15679513afe8025c820671,2,34,turtle,1684180807990,1684180806672,Animals,1684180729580,0,Immediate,1.972
445,5f15679513afe8025c820671,2,35,turtle,1684180810738,1684180808746,Animals,1684180729580,0,Immediate,2.748
445,5f15679513afe8025c820671,2,36,raccoon,1684180814730,1684180813580,Animals,1684180729580,0,Immediate,3.992
445,5f15679513afe8025c820671,2,37,possum,1684180815959,1684180814965,Animals,1684180729580,0,Immediate,1.229
444,64013a87deea9afecb68b755,1,1,cat,1684180304254,1684180303816,Animals,1684180302149,0,Immediate,2.105
444,64013a87deea9afecb68b755,1,2,dog,1684180304825,1684180304495,Animals,1684180302149,0,Immediate,0.571
444,64013a87deea9afecb68b755,1,3,monkey,1684180306603,1684180305630,Animals,1684180302149,0,Immediate,1.778
444,64013a87deea9afecb68b755,1,4,koala,1684180307877,1684180307267,Animals,1684180302149,0,Immediate,1.274
444,64013a87deea9afecb68b755,1,5,kangaroo,1684180309367,1684180308307,Animals,1684180302149,0,Immediate,1.49
444,64013a87deea9afecb68b755,1,6,zebra,1684180310829,1684180310278,Animals,1684180302149,0,Immediate,1.462
444,64013a87deea9afecb68b755,1,7,lion,1684180311592,1684180310992,Animals,1684180302149,0,Immediate,0.763
444,64013a87deea9afecb68b755,1,8,tiger,1684180313217,1684180312711,Animals,1684180302149,0,Immediate,1.625
444,64013a87deea9afecb68b755,1,9,panther,1684180314044,1684180313401,Animals,1684180302149,0,Immediate,0.827
444,64013a87deea9afecb68b755,1,10,beaver,1684180324533,1684180314899,Animals,1684180302149,0,Immediate,10.489
444,64013a87deea9afecb68b755,1,11,badger,1684180326358,1684180325739,Animals,1684180302149,0,Immediate,1.825
444,64013a87deea9afecb68b755,1,12,mouse,1684180330885,1684180330063,Animals,1684180302149,0,Immediate,4.527
444,64013a87deea9afecb68b755,1,13,rat,1684180331856,1684180331440,Animals,1684180302149,0,Immediate,0.971
444,64013a87deea9afecb68b755,1,14,gerbil,1684180339687,1684180338680,Animals,1684180302149,0,Immediate,7.831
444,64013a87deea9afecb68b755,1,15,hamster,1684180340771,1684180339912,Animals,1684180302149,0,Immediate,1.084
444,64013a87deea9afecb68b755,1,16,guineapig,1684180344232,1684180342477,Animals,1684180302149,0,Immediate,3.461
444,64013a87deea9afecb68b755,1,17,salamander,1684180349793,1684180346737,Animals,1684180302149,0,Immediate,5.561
444,64013a87deea9afecb68b755,1,18,cobra,1684180353442,1684180352798,Animals,1684180302149,0,Immediate,3.649
444,64013a87deea9afecb68b755,1,19,rattlesnake,1684180358094,1684180356642,Animals,1684180302149,0,Immediate,4.652
444,64013a87deea9afecb68b755,1,20,iguana,1684180374111,1684180371567,Animals,1684180302149,0,Immediate,16.017
444,64013a87deea9afecb68b755,1,21,bird,1684180381146,1684180380374,Animals,1684180302149,0,Immediate,7.035
444,64013a87deea9afecb68b755,1,22,fox,1684180387301,1684180386874,Animals,1684180302149,0,Immediate,6.155
444,64013a87deea9afecb68b755,2,1,cat,1684180468843,1684180468462,Animals,1684180466647,0,Immediate,2.196
444,64013a87deea9afecb68b755,2,2,dog,1684180469400,1684180469062,Animals,1684180466647,0,Immediate,0.557
444,64013a87deea9afecb68b755,2,3,iguana,1684180473219,1684180470528,Animals,1684180466647,0,Immediate,3.819
444,64013a87deea9afecb68b755,2,4,tiger,1684180474543,1684180474079,Animals,1684180466647,0,Immediate,1.324
444,64013a87deea9afecb68b755,2,5,zebra,1684180476939,1684180476141,Animals,1684180466647,0,Immediate,2.396
444,64013a87deea9afecb68b755,2,6,lion,1684180478572,1684180477912,Animals,1684180466647,0,Immediate,1.633
444,64013a87deea9afecb68b755,2,7,panther,1684180479415,1684180478745,Animals,1684180466647,0,Immediate,0.843
444,64013a87deea9afecb68b755,2,8,beaver,1684180484094,1684180480286,Animals,1684180466647,0,Immediate,4.679
444,64013a87deea9afecb68b755,2,9,mouse,1684180488121,1684180487500,Animals,1684180466647,0,Immediate,4.027
444,64013a87deea9afecb68b755,2,10,rat,1684180488493,1684180488236,Animals,1684180466647,0,Immediate,0.372
444,64013a87deea9afecb68b755,2,11,roadrunner,1684180512115,1684180510432,Animals,1684180466647,0,Immediate,23.622
444,64013a87deea9afecb68b755,2,12,coyote,1684180516120,1684180514125,Animals,1684180466647,0,Immediate,4.005
444,64013a87deea9afecb68b755,2,13,ferret,1684180519068,1684180517919,Animals,1684180466647,0,Immediate,2.948
444,64013a87deea9afecb68b755,2,14,eagle,1684180521642,1684180520869,Animals,1684180466647,0,Immediate,2.574
444,64013a87deea9afecb68b755,2,15,oriole,1684180524885,1684180523432,Animals,1684180466647,0,Immediate,3.243
444,64013a87deea9afecb68b755,2,16,bluejay,1684180527182,1684180526197,Animals,1684180466647,0,Immediate,2.297
444,64013a87deea9afecb68b755,2,17,cardinal,1684180532718,1684180531738,Animals,1684180466647,0,Immediate,5.536
444,64013a87deea9afecb68b755,2,18,dove,1684180540037,1684180539596,Animals,1684180466647,0,Immediate,7.319
444,64013a87deea9afecb68b755,2,19,pigeon,1684180541546,1684180540882,Animals,1684180466647,0,Immediate,1.509
443,64626c991bcb3a8bbd2880d8,1,1,bobcat,1684180398190,1684180399671,Animals,1684180391087,0,Immediate,7.103
443,64626c991bcb3a8bbd2880d8,1,2,lion,1684180400302,1684180401182,Animals,1684180391087,0,Immediate,2.112
443,64626c991bcb3a8bbd2880d8,1,3,cat,1684180401438,1684180402071,Animals,1684180391087,0,Immediate,1.136
