jatos_id,prolific_id,gamenum,itemnum,items,times,firsttime,category,starttime,shortlist,rt
654,5bb7716f0b651100015c927f,1,2,walrus,1684676260883,1684676260177,Animals,1684676257457,0,1.273
654,5bb7716f0b651100015c927f,1,3,killer whale,1684676263078,1684676261916,Animals,1684676257457,0,2.195
654,5bb7716f0b651100015c927f,1,4,fly,1684676263990,1684676263679,Animals,1684676257457,0,0.912
654,5bb7716f0b651100015c927f,1,5,stringray,1684676266080,1684676264717,Animals,1684676257457,0,2.09
654,5bb7716f0b651100015c927f,1,6,dragonfly,1684676268426,1684676267459,Animals,1684676257457,0,2.346
654,5bb7716f0b651100015c927f,1,7,lion,1684676269864,1684676268636,Animals,1684676257457,0,1.438
654,5bb7716f0b651100015c927f,1,8,pig,1684676270425,1684676270036,Animals,1684676257457,0,0.561
654,5bb7716f0b651100015c927f,1,9,giraffe,1684676272665,1684676271759,Animals,1684676257457,0,2.24
654,5bb7716f0b651100015c927f,1,10,hippo,1684676274756,1684676273783,Animals,1684676257457,0,2.091
654,5bb7716f0b651100015c927f,1,11,mosqiuto,1684676279482,1684676276962,Animals,1684676257457,0,4.726
654,5bb7716f0b651100015c927f,1,12,dog,1684676281372,1684676281097,Animals,1684676257457,0,1.89
654,5bb7716f0b651100015c927f,1,13,cat,1684676281812,1684676281488,Animals,1684676257457,0,0.44
654,5bb7716f0b651100015c927f,1,14,goldfish,1684676284128,1684676282730,Animals,1684676257457,0,2.316
654,5bb7716f0b651100015c927f,1,15,sea urchin,1684676286749,1684676285321,Animals,1684676257457,0,2.621
654,5bb7716f0b651100015c927f,1,16,swordfish,1684676289210,1684676288058,Animals,1684676257457,0,2.461
654,5bb7716f0b651100015c927f,1,17,great white shark,1684676293069,1684676291406,Animals,1684676257457,0,3.859
654,5bb7716f0b651100015c927f,1,18,tiger shark,1684676295129,1684676293862,Animals,1684676257457,0,2.06
654,5bb7716f0b651100015c927f,1,19,elephant,1684676298231,1684676296929,Animals,1684676257457,0,3.102
654,5bb7716f0b651100015c927f,1,20,hyena,1684676300537,1684676299272,Animals,1684676257457,0,2.306
654,5bb7716f0b651100015c927f,1,21,wild african dog,1684676303439,1684676301755,Animals,1684676257457,0,2.902
654,5bb7716f0b651100015c927f,1,22,penguin,1684676305950,1684676304957,Animals,1684676257457,0,2.511
654,5bb7716f0b651100015c927f,1,23,grey wolf,1684676307428,1684676306176,Animals,1684676257457,0,1.478
654,5bb7716f0b651100015c927f,1,24,black bar,1684676309107,1684676307824,Animals,1684676257457,0,1.679
654,5bb7716f0b651100015c927f,1,25,grizzly bear,1684676311503,1684676310297,Animals,1684676257457,0,2.396
654,5bb7716f0b651100015c927f,1,26,polar bear,1684676313342,1684676312426,Animals,1684676257457,0,1.839
654,5bb7716f0b651100015c927f,1,27,buffalo,1684676317341,1684676316516,Animals,1684676257457,0,3.999
654,5bb7716f0b651100015c927f,1,28,american bison,1684676319967,1684676318611,Animals,1684676257457,0,2.626
654,5bb7716f0b651100015c927f,1,29,beaver,1684676320814,1684676320207,Animals,1684676257457,0,0.847
654,5bb7716f0b651100015c927f,1,30,mongoose,1684676324669,1684676323577,Animals,1684676257457,0,3.855
654,5bb7716f0b651100015c927f,1,31,cobra,1684676326117,1684676325582,Animals,1684676257457,0,1.448
654,5bb7716f0b651100015c927f,1,32,copperhead,1684676328863,1684676327781,Animals,1684676257457,0,2.746
654,5bb7716f0b651100015c927f,1,33,rattlesnake,1684676331901,1684676330708,Animals,1684676257457,0,3.038
654,5bb7716f0b651100015c927f,1,34,groundhog,1684676338261,1684676337079,Animals,1684676257457,0,6.36
654,5bb7716f0b651100015c927f,1,35,squirrel,1684676339584,1684676338572,Animals,1684676257457,0,1.323
654,5bb7716f0b651100015c927f,1,36,rat,1684676340612,1684676340321,Animals,1684676257457,0,1.028
654,5bb7716f0b651100015c927f,1,37,mouse,1684676341574,1684676340835,Animals,1684676257457,0,0.962
654,5bb7716f0b651100015c927f,1,38,termite,1684676343472,1684676342482,Animals,1684676257457,0,1.898
653,6413ba814d48703a89b5ee31,1,1,fox,1684643268464,1684643267008,Animals,1684643263609,0,4.855
653,6413ba814d48703a89b5ee31,1,2,bird,1684643270560,1684643270016,Animals,1684643263609,0,2.096
653,6413ba814d48703a89b5ee31,1,3,eagle,1684643271696,1684643270888,Animals,1684643263609,0,1.136
653,6413ba814d48703a89b5ee31,1,4,pigeon,1684643274016,1684643272976,Animals,1684643263609,0,2.32
653,6413ba814d48703a89b5ee31,1,5,rat,1684643274992,1684643274416,Animals,1684643263609,0,0.976
653,6413ba814d48703a89b5ee31,1,6,squirrel,1684643276864,1684643275512,Animals,1684643263609,0,1.872
653,6413ba814d48703a89b5ee31,1,7,mouse,1684643278561,1684643277881,Animals,1684643263609,0,1.697
653,6413ba814d48703a89b5ee31,1,8,nudibranch,1684643286409,1684643283025,Animals,1684643263609,0,7.848
653,6413ba814d48703a89b5ee31,1,9,clam,1684643290434,1684643289178,Animals,1684643263609,0,4.025
653,6413ba814d48703a89b5ee31,1,10,oyster,1684643291818,1684643290682,Animals,1684643263609,0,1.384
653,6413ba814d48703a89b5ee31,1,11,mollusk,1684643293954,1684643292650,Animals,1684643263609,0,2.136
653,6413ba814d48703a89b5ee31,1,12,scallop,1684643295666,1684643294394,Animals,1684643263609,0,1.712
653,6413ba814d48703a89b5ee31,1,13,geoduck,1684643299795,1684643297835,Animals,1684643263609,0,4.129
653,6413ba814d48703a89b5ee31,1,14,duck,1684643301732,1684643301124,Animals,1684643263609,0,1.937
653,6413ba814d48703a89b5ee31,1,15,goose,1684643303068,1684643302444,Animals,1684643263609,0,1.336
653,6413ba814d48703a89b5ee31,1,16,hawk,1684643305268,1684643304724,Animals,1684643263609,0,2.2
653,6413ba814d48703a89b5ee31,1,17,monkey,1684643310733,1684643309781,Animals,1684643263609,0,5.465
653,6413ba814d48703a89b5ee31,1,18,capuchin,1684643313253,1684643310924,Animals,1684643263609,0,2.52
653,6413ba814d48703a89b5ee31,1,19,ape,1684643314917,1684643314557,Animals,1684643263609,0,1.664
653,6413ba814d48703a89b5ee31,1,20,gorilla,1684643316381,1684643315357,Animals,1684643263609,0,1.464
653,6413ba814d48703a89b5ee31,1,21,deer,1684643320053,1684643317629,Animals,1684643263609,0,3.672
653,6413ba814d48703a89b5ee31,1,22,gazelle,1684643322686,1684643321310,Animals,1684643263609,0,2.633
653,6413ba814d48703a89b5ee31,1,23,fallow deer,1684643329150,1684643323934,Animals,1684643263609,0,6.464
653,6413ba814d48703a89b5ee31,1,24,possum,1684643337087,1684643335807,Animals,1684643263609,0,7.937
653,6413ba814d48703a89b5ee31,1,25,koala,1684643342752,1684643342048,Animals,1684643263609,0,5.665
652,60ff78f6695b4e27b7eb17bb,1,1,zebra,1684635305773,1684635304142,Animals,1684635301618,0,4.155
652,60ff78f6695b4e27b7eb17bb,1,2,owl,1684635306643,1684635306066,Animals,1684635301618,0,0.87
652,60ff78f6695b4e27b7eb17bb,1,3,lion,1684635307742,1684635307099,Animals,1684635301618,0,1.099
652,60ff78f6695b4e27b7eb17bb,1,4,tiger,1684635309324,1684635308537,Animals,1684635301618,0,1.582
652,60ff78f6695b4e27b7eb17bb,1,5,bear,1684635310334,1684635309767,Animals,1684635301618,0,1.01
652,60ff78f6695b4e27b7eb17bb,1,6,cat,1684635311680,1684635311119,Animals,1684635301618,0,1.346
652,60ff78f6695b4e27b7eb17bb,1,7,mouse,1684635312677,1684635311916,Animals,1684635301618,0,0.997
652,60ff78f6695b4e27b7eb17bb,1,8,gerbil,1684635313830,1684635312901,Animals,1684635301618,0,1.153
652,60ff78f6695b4e27b7eb17bb,1,9,dog,1684635314482,1684635314164,Animals,1684635301618,0,0.652
652,60ff78f6695b4e27b7eb17bb,1,10,parrot,1684635315575,1684635314743,Animals,1684635301618,0,1.093
652,60ff78f6695b4e27b7eb17bb,1,11,bird,1684635316850,1684635316307,Animals,1684635301618,0,1.275
652,60ff78f6695b4e27b7eb17bb,1,12,bunny,1684635319038,1684635318404,Animals,1684635301618,0,2.188
652,60ff78f6695b4e27b7eb17bb,1,13,emu,1684635321463,1684635320926,Animals,1684635301618,0,2.425
652,60ff78f6695b4e27b7eb17bb,1,14,ostritch,1684635323965,1684635321940,Animals,1684635301618,0,2.502
652,60ff78f6695b4e27b7eb17bb,1,15,mink,1684635325780,1684635325240,Animals,1684635301618,0,1.815
652,60ff78f6695b4e27b7eb17bb,1,16,monkey,1684635327237,1684635326565,Animals,1684635301618,0,1.457
652,60ff78f6695b4e27b7eb17bb,1,17,ape,1684635327723,1684635327442,Animals,1684635301618,0,0.486
652,60ff78f6695b4e27b7eb17bb,1,18,chimp,1684635329170,1684635328332,Animals,1684635301618,0,1.447
652,60ff78f6695b4e27b7eb17bb,1,19,frog,1684635331943,1684635331311,Animals,1684635301618,0,2.773
652,60ff78f6695b4e27b7eb17bb,1,20,turtle,1684635334494,1684635333729,Animals,1684635301618,0,2.551
652,60ff78f6695b4e27b7eb17bb,1,21,giraffe,1684635337328,1684635336342,Animals,1684635301618,0,2.834
652,60ff78f6695b4e27b7eb17bb,1,22,hippo,1684635338755,1684635337909,Animals,1684635301618,0,1.427
652,60ff78f6695b4e27b7eb17bb,1,23,rhino,1684635340050,1684635339436,Animals,1684635301618,0,1.295
652,60ff78f6695b4e27b7eb17bb,1,24,dinosaur,1684635342188,1684635341067,Animals,1684635301618,0,2.138
652,60ff78f6695b4e27b7eb17bb,1,25,duck,1684635346917,1684635346219,Animals,1684635301618,0,4.729
652,60ff78f6695b4e27b7eb17bb,1,26,dingo,1684635351154,1684635350406,Animals,1684635301618,0,4.237
652,60ff78f6695b4e27b7eb17bb,1,27,pig,1684635355100,1684635354575,Animals,1684635301618,0,3.946
652,60ff78f6695b4e27b7eb17bb,1,28,chicken,1684635356402,1684635355689,Animals,1684635301618,0,1.302
652,60ff78f6695b4e27b7eb17bb,1,29,cow,1684635356870,1684635356599,Animals,1684635301618,0,0.468
652,60ff78f6695b4e27b7eb17bb,1,30,sheep,1684635357681,1684635357064,Animals,1684635301618,0,0.811
652,60ff78f6695b4e27b7eb17bb,1,31,goat,1684635365833,1684635365358,Animals,1684635301618,0,8.152
652,60ff78f6695b4e27b7eb17bb,1,32,iguana,1684635371489,1684635370631,Animals,1684635301618,0,5.656
652,60ff78f6695b4e27b7eb17bb,1,33,gecko,1684635373601,1684635372557,Animals,1684635301618,0,2.112
652,60ff78f6695b4e27b7eb17bb,1,34,chameleon,1684635375846,1684635374692,Animals,1684635301618,0,2.245
652,60ff78f6695b4e27b7eb17bb,1,35,penguin,1684635388900,1684635387559,Animals,1684635301618,0,13.054
652,60ff78f6695b4e27b7eb17bb,1,36,walrus,1684635391261,1684635390395,Animals,1684635301618,0,2.361
652,60ff78f6695b4e27b7eb17bb,1,37,racoon,1684635392777,1684635391810,Animals,1684635301618,0,1.516
651,63d7ef26d68b635f0f481a6f,1,1,pig,1684631399844,1684631397265,Animals,1684631393025,0,6.819
651,63d7ef26d68b635f0f481a6f,1,2,lion,1684631402351,1684631401070,Animals,1684631393025,0,2.507
651,63d7ef26d68b635f0f481a6f,1,3,caty,1684631404178,1684631403320,Animals,1684631393025,0,1.827
651,63d7ef26d68b635f0f481a6f,1,4,dog,1684631407124,1684631404782,Animals,1684631393025,0,2.946
651,63d7ef26d68b635f0f481a6f,1,5,lizard,1684631415019,1684631409194,Animals,1684631393025,0,7.895
651,63d7ef26d68b635f0f481a6f,1,6,mice,1684631418080,1684631416298,Animals,1684631393025,0,3.061
651,63d7ef26d68b635f0f481a6f,1,7,rat,1684631421016,1684631419068,Animals,1684631393025,0,2.936
651,63d7ef26d68b635f0f481a6f,1,8,bear,1684631428481,1684631426612,Animals,1684631393025,0,7.465
651,63d7ef26d68b635f0f481a6f,1,9,wolve,1684631433694,1684631428499,Animals,1684631393025,0,5.213
651,63d7ef26d68b635f0f481a6f,1,10,deer,1684631437790,1684631435914,Animals,1684631393025,0,4.096
651,63d7ef26d68b635f0f481a6f,1,11,monkey,1684631445190,1684631438555,Animals,1684631393025,0,7.4
651,63d7ef26d68b635f0f481a6f,1,12,bird,1684631457240,1684631455311,Animals,1684631393025,0,12.05
651,63d7ef26d68b635f0f481a6f,1,13,sloth,1684631466835,1684631464652,Animals,1684631393025,0,9.595
651,63d7ef26d68b635f0f481a6f,1,14,cow,1684631472224,1684631470776,Animals,1684631393025,0,5.389
651,63d7ef26d68b635f0f481a6f,1,15,sheep,1684631475073,1684631472809,Animals,1684631393025,0,2.849
651,63d7ef26d68b635f0f481a6f,1,16,goat,1684631479449,1684631477738,Animals,1684631393025,0,4.376
651,63d7ef26d68b635f0f481a6f,1,17,horse,1684631482025,1684631480679,Animals,1684631393025,0,2.576
650,62b9e995fd8c321a2f65a6cd,1,1,deer,1684631047023,1684631046094,Animals,1684631043563,0,3.46
650,62b9e995fd8c321a2f65a6cd,1,2,rabbit,1684631050003,1684631047482,Animals,1684631043563,0,2.98
650,62b9e995fd8c321a2f65a6cd,1,3,lizard,1684631053331,1684631051646,Animals,1684631043563,0,3.328
650,62b9e995fd8c321a2f65a6cd,1,4,snake,1684631054816,1684631053642,Animals,1684631043563,0,1.485
650,62b9e995fd8c321a2f65a6cd,1,5,ostrich,1684631063140,1684631059189,Animals,1684631043563,0,8.324
650,62b9e995fd8c321a2f65a6cd,1,6,antelope,1684631068514,1684631065848,Animals,1684631043563,0,5.374
650,62b9e995fd8c321a2f65a6cd,1,7,turtle,1684631073298,1684631070570,Animals,1684631043563,0,4.784
650,62b9e995fd8c321a2f65a6cd,1,8,tortoise,1684631075769,1684631073621,Animals,1684631043563,0,2.471
