,Subject,Fluency_Item,Switch_Value,Switch_Method
314,6081ca47eeed1bb51c1d7f7b,beaver,0,simdrop
315,6081ca47eeed1bb51c1d7f7b,raccoon,0,simdrop
316,6081ca47eeed1bb51c1d7f7b,dog,0,simdrop
317,6081ca47eeed1bb51c1d7f7b,cat,0,simdrop
318,6081ca47eeed1bb51c1d7f7b,frog,1,simdrop
319,6081ca47eeed1bb51c1d7f7b,lizard,0,simdrop
320,6081ca47eeed1bb51c1d7f7b,turtle,0,simdrop
321,6081ca47eeed1bb51c1d7f7b,fish,0,simdrop
322,6081ca47eeed1bb51c1d7f7b,gorilla,1,simdrop
323,6081ca47eeed1bb51c1d7f7b,hippopotamus,0,simdrop
324,6081ca47eeed1bb51c1d7f7b,rhinoceros,0,simdrop
325,6081ca47eeed1bb51c1d7f7b,ostrich,2,simdrop
326,5be1ca6d91deed00015a986c,duck,2,simdrop
327,5be1ca6d91deed00015a986c,fish,0,simdrop
328,5be1ca6d91deed00015a986c,dog,1,simdrop
329,5be1ca6d91deed00015a986c,cat,0,simdrop
330,5be1ca6d91deed00015a986c,bird,0,simdrop
331,5be1ca6d91deed00015a986c,kitten,0,simdrop
332,5be1ca6d91deed00015a986c,swan,0,simdrop
333,5be1ca6d91deed00015a986c,worm,0,simdrop
334,5be1ca6d91deed00015a986c,cricket,0,simdrop
335,5be1ca6d91deed00015a986c,snake,1,simdrop
336,5be1ca6d91deed00015a986c,lion,0,simdrop
337,5be1ca6d91deed00015a986c,tiger,0,simdrop
338,5be1ca6d91deed00015a986c,elephant,2,simdrop
339,6332517a492e9ac48804f991,horse,2,simdrop
340,6332517a492e9ac48804f991,giraffe,0,simdrop
341,6332517a492e9ac48804f991,buffalo,0,simdrop
342,6332517a492e9ac48804f991,monkey,1,simdrop
343,6332517a492e9ac48804f991,elephant,0,simdrop
344,6332517a492e9ac48804f991,bear,0,simdrop
345,6332517a492e9ac48804f991,alligator,1,simdrop
346,6332517a492e9ac48804f991,antelope,0,simdrop
347,6332517a492e9ac48804f991,snake,1,simdrop
348,6332517a492e9ac48804f991,bird,0,simdrop
349,6332517a492e9ac48804f991,falcon,0,simdrop
350,6332517a492e9ac48804f991,eagle,2,simdrop
351,645abc0f7fa6368e6df2d973,dog,2,simdrop
352,645abc0f7fa6368e6df2d973,cat,0,simdrop
353,645abc0f7fa6368e6df2d973,sparrow,1,simdrop
354,645abc0f7fa6368e6df2d973,chipmunk,0,simdrop
355,645abc0f7fa6368e6df2d973,tiger,1,simdrop
356,645abc0f7fa6368e6df2d973,lemur,0,simdrop
357,645abc0f7fa6368e6df2d973,bear,0,simdrop
358,645abc0f7fa6368e6df2d973,horse,1,simdrop
359,645abc0f7fa6368e6df2d973,zebra,0,simdrop
360,645abc0f7fa6368e6df2d973,spider,1,simdrop
361,645abc0f7fa6368e6df2d973,ant,0,simdrop
362,645abc0f7fa6368e6df2d973,caterpillar,0,simdrop
363,645abc0f7fa6368e6df2d973,squirrel,0,simdrop
364,645abc0f7fa6368e6df2d973,octopus,2,simdrop
365,62cba72839d35cbf953cdd6f,lion,2,simdrop
366,62cba72839d35cbf953cdd6f,tiger,0,simdrop
367,62cba72839d35cbf953cdd6f,bobcat,1,simdrop
368,62cba72839d35cbf953cdd6f,mountain_lion,0,simdrop
369,62cba72839d35cbf953cdd6f,bear,1,simdrop
370,62cba72839d35cbf953cdd6f,moose,0,simdrop
371,62cba72839d35cbf953cdd6f,bison,0,simdrop
372,62cba72839d35cbf953cdd6f,fox,1,simdrop
373,62cba72839d35cbf953cdd6f,koala,0,simdrop
374,62cba72839d35cbf953cdd6f,panda,0,simdrop
375,62cba72839d35cbf953cdd6f,deer,1,simdrop
376,62cba72839d35cbf953cdd6f,cat,0,simdrop
377,62cba72839d35cbf953cdd6f,dog,0,simdrop
378,62cba72839d35cbf953cdd6f,raccoon,1,simdrop
379,62cba72839d35cbf953cdd6f,squirrel,0,simdrop
380,62cba72839d35cbf953cdd6f,pig,1,simdrop
381,62cba72839d35cbf953cdd6f,goat,0,simdrop
382,62cba72839d35cbf953cdd6f,sheep,2,simdrop
383,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,dog,2,simdrop
384,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,cat,0,simdrop
385,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,horse,1,simdrop
386,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,cow,0,simdrop
387,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,chicken,1,simdrop
388,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,pig,0,simdrop
389,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,llama,0,simdrop
390,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,elephant,1,simdrop
391,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,rhinoceros,0,simdrop
392,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,giraffe,0,simdrop
393,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,ape,1,simdrop
394,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,gorilla,0,simdrop
395,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,chimpanzee,0,simdrop
396,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,monkey,0,simdrop
397,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,crocodile,1,simdrop
398,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,alligator,0,simdrop
399,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,fish,0,simdrop
400,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,snake,0,simdrop
401,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,bear,0,simdrop
402,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,koala,1,simdrop
403,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,panda,0,simdrop
404,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,kangaroo,1,simdrop
405,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,rabbit,0,simdrop
406,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,mouse,1,simdrop
407,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,rat,0,simdrop
408,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,mole,0,simdrop
409,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,guinea_pig,1,simdrop
410,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,bird,0,simdrop
411,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,lion,0,simdrop
412,5f402eb4fbd8df145068b8055f402eb4fbd8df145068b805,puma,2,simdrop
413,5e36f211c5175f000b4038e9,gerbil,2,simdrop
414,5e36f211c5175f000b4038e9,anaconda,0,simdrop
415,5e36f211c5175f000b4038e9,zebra,1,simdrop
416,5e36f211c5175f000b4038e9,antelope,0,simdrop
417,5e36f211c5175f000b4038e9,bronco,0,simdrop
418,5e36f211c5175f000b4038e9,alligator,1,simdrop
419,5e36f211c5175f000b4038e9,crocodile,0,simdrop
420,5e36f211c5175f000b4038e9,komodo_dragon,0,simdrop
421,5e36f211c5175f000b4038e9,rabbit,1,simdrop
422,5e36f211c5175f000b4038e9,rat,0,simdrop
423,5e36f211c5175f000b4038e9,mouse,0,simdrop
424,5e36f211c5175f000b4038e9,shrew,0,simdrop
425,5e36f211c5175f000b4038e9,groundhog,1,simdrop
426,5e36f211c5175f000b4038e9,hedgehog,0,simdrop
427,5e36f211c5175f000b4038e9,fox,0,simdrop
428,5e36f211c5175f000b4038e9,coyote,0,simdrop
429,5e36f211c5175f000b4038e9,gorilla,1,simdrop
430,5e36f211c5175f000b4038e9,chimpanzee,0,simdrop
431,5e36f211c5175f000b4038e9,monkey,0,simdrop
432,5e36f211c5175f000b4038e9,armadillo,2,simdrop
433,62fcf3d9948e4a6a9623cce8,camel,2,simdrop
434,62fcf3d9948e4a6a9623cce8,cougar,0,simdrop
435,62fcf3d9948e4a6a9623cce8,bear,0,simdrop
436,62fcf3d9948e4a6a9623cce8,lion,1,simdrop
437,62fcf3d9948e4a6a9623cce8,tiger,0,simdrop
438,62fcf3d9948e4a6a9623cce8,dog,1,simdrop
439,62fcf3d9948e4a6a9623cce8,cat,0,simdrop
440,62fcf3d9948e4a6a9623cce8,guinea_pig,1,simdrop
441,62fcf3d9948e4a6a9623cce8,pig,0,simdrop
442,62fcf3d9948e4a6a9623cce8,cow,0,simdrop
443,62fcf3d9948e4a6a9623cce8,sheep,1,simdrop
444,62fcf3d9948e4a6a9623cce8,goat,0,simdrop
445,62fcf3d9948e4a6a9623cce8,cheetah,0,simdrop
446,62fcf3d9948e4a6a9623cce8,rat,1,simdrop
447,62fcf3d9948e4a6a9623cce8,mouse,0,simdrop
448,62fcf3d9948e4a6a9623cce8,mole,1,simdrop
449,62fcf3d9948e4a6a9623cce8,gopher,0,simdrop
450,62fcf3d9948e4a6a9623cce8,squirrel,0,simdrop
451,62fcf3d9948e4a6a9623cce8,hamster,0,simdrop
452,62fcf3d9948e4a6a9623cce8,crocodile,1,simdrop
453,62fcf3d9948e4a6a9623cce8,alligator,0,simdrop
454,62fcf3d9948e4a6a9623cce8,dingo,2,simdrop
455,63bcbf7e0ac7e876387ef720,dog,2,simdrop
456,63bcbf7e0ac7e876387ef720,cat,0,simdrop
457,63bcbf7e0ac7e876387ef720,horse,1,simdrop
458,63bcbf7e0ac7e876387ef720,cow,0,simdrop
