id,gender,age,condition,listnum,itemnum,item,time,starttime,age_group,rt
61079a83c6af47f112977a97,M,25,Immediate,2,12,hummingbird,1684181117423,1684181083277,young,4150
61079a83c6af47f112977a97,M,25,Immediate,2,13,dragonfly,1684181119748,1684181083277,young,2325
61079a83c6af47f112977a97,M,25,Immediate,2,14,lizard,1684181121263,1684181083277,young,1515
61079a83c6af47f112977a97,M,25,Immediate,2,15,iguana,1684181122704,1684181083277,young,1441
61079a83c6af47f112977a97,M,25,Immediate,2,16,shark,1684181128556,1684181083277,young,5852
61079a83c6af47f112977a97,M,25,Immediate,2,17,dolphin,1684181130632,1684181083277,young,2076
61079a83c6af47f112977a97,M,25,Immediate,2,18,seal,1684181133960,1684181083277,young,3328
61079a83c6af47f112977a97,M,25,Immediate,2,19,whale,1684181135726,1684181083277,young,1766
61079a83c6af47f112977a97,M,25,Immediate,2,20,lion,1684181138174,1684181083277,young,2448
61079a83c6af47f112977a97,M,25,Immediate,2,21,jaguar,1684181139716,1684181083277,young,1542
61079a83c6af47f112977a97,M,25,Immediate,2,22,panther,1684181141664,1684181083277,young,1948
61079a83c6af47f112977a97,M,25,Immediate,2,23,cheetah,1684181144313,1684181083277,young,2649
61079a83c6af47f112977a97,M,25,Immediate,2,24,cobra,1684181151146,1684181083277,young,6833
61079a83c6af47f112977a97,M,25,Immediate,2,25,rattlesnake,1684181153275,1684181083277,young,2129
61079a83c6af47f112977a97,M,25,Immediate,2,26,butterfly,1684181156792,1684181083277,young,3517
61079a83c6af47f112977a97,M,25,Immediate,2,27,catepiller,1684181161166,1684181083277,young,4374
61079a83c6af47f112977a97,M,25,Immediate,2,28,mosquito,1684181168368,1684181083277,young,7202
61079a83c6af47f112977a97,M,25,Immediate,2,29,gnat,1684181169994,1684181083277,young,1626
600692691bca77a0deb8d927,M,23,Immediate,1,1,fox,1684180831729,1684180829542,young,2187
600692691bca77a0deb8d927,M,23,Immediate,1,2,falco,1684180833042,1684180829542,young,1313
600692691bca77a0deb8d927,M,23,Immediate,1,3,dog,1684180836361,1684180829542,young,3319
600692691bca77a0deb8d927,M,23,Immediate,1,4,cat,1684180837658,1684180829542,young,1297
600692691bca77a0deb8d927,M,23,Immediate,1,5,octopus,1684180842633,1684180829542,young,4975
600692691bca77a0deb8d927,M,23,Immediate,1,6,bear,1684180845353,1684180829542,young,2720
600692691bca77a0deb8d927,M,23,Immediate,1,7,owl,1684180846976,1684180829542,young,1623
600692691bca77a0deb8d927,M,23,Immediate,1,8,leopard,1684180849334,1684180829542,young,2358
600692691bca77a0deb8d927,M,23,Immediate,1,9,cheetah,1684180851887,1684180829542,young,2553
600692691bca77a0deb8d927,M,23,Immediate,1,10,lion,1684180853555,1684180829542,young,1668
600692691bca77a0deb8d927,M,23,Immediate,1,11,panther,1684180858865,1684180829542,young,5310
600692691bca77a0deb8d927,M,23,Immediate,1,12,tiger,1684180860048,1684180829542,young,1183
600692691bca77a0deb8d927,M,23,Immediate,1,13,zebra,1684180863735,1684180829542,young,3687
600692691bca77a0deb8d927,M,23,Immediate,1,14,horse,1684180865075,1684180829542,young,1340
600692691bca77a0deb8d927,M,23,Immediate,1,15,giraffe,1684180867087,1684180829542,young,2012
600692691bca77a0deb8d927,M,23,Immediate,1,16,hippo,1684180869326,1684180829542,young,2239
600692691bca77a0deb8d927,M,23,Immediate,1,17,frog,1684180873143,1684180829542,young,3817
600692691bca77a0deb8d927,M,23,Immediate,1,18,toad,1684180874326,1684180829542,young,1183
600692691bca77a0deb8d927,M,23,Immediate,1,19,rat,1684180878539,1684180829542,young,4213
600692691bca77a0deb8d927,M,23,Immediate,1,20,raccoon,1684180880450,1684180829542,young,1911
600692691bca77a0deb8d927,M,23,Immediate,1,21,mouse,1684180883311,1684180829542,young,2861
600692691bca77a0deb8d927,M,23,Immediate,1,22,squirrel,1684180886194,1684180829542,young,2883
600692691bca77a0deb8d927,M,23,Immediate,1,23,hamster,1684180889367,1684180829542,young,3173
600692691bca77a0deb8d927,M,23,Immediate,1,24,rabbit,1684180890945,1684180829542,young,1578
600692691bca77a0deb8d927,M,23,Immediate,1,25,otter,1684180902442,1684180829542,young,11497
600692691bca77a0deb8d927,M,23,Immediate,1,26,beaver,1684180905640,1684180829542,young,3198
600692691bca77a0deb8d927,M,23,Immediate,1,27,platypus,1684180907814,1684180829542,young,2174
600692691bca77a0deb8d927,M,23,Immediate,1,28,rhyno,1684180911490,1684180829542,young,3676
600692691bca77a0deb8d927,M,23,Immediate,1,29,gorrilla,1684180918211,1684180829542,young,6721
600692691bca77a0deb8d927,M,23,Immediate,2,1,fox,1684180993128,1684180989143,young,3985
600692691bca77a0deb8d927,M,23,Immediate,2,2,falco,1684180994510,1684180989143,young,1382
600692691bca77a0deb8d927,M,23,Immediate,2,3,octopus,1684180999555,1684180989143,young,5045
600692691bca77a0deb8d927,M,23,Immediate,2,4,dolphin,1684181001496,1684180989143,young,1941
600692691bca77a0deb8d927,M,23,Immediate,2,5,manatee,1684181002889,1684180989143,young,1393
600692691bca77a0deb8d927,M,23,Immediate,2,6,whale,1684181003819,1684180989143,young,930
600692691bca77a0deb8d927,M,23,Immediate,2,7,shark,1684181005533,1684180989143,young,1714
600692691bca77a0deb8d927,M,23,Immediate,2,8,eel,1684181010030,1684180989143,young,4497
600692691bca77a0deb8d927,M,23,Immediate,2,9,ray,1684181011611,1684180989143,young,1581
600692691bca77a0deb8d927,M,23,Immediate,2,10,zebra,1684181015870,1684180989143,young,4259
600692691bca77a0deb8d927,M,23,Immediate,2,11,lion,1684181018194,1684180989143,young,2324
600692691bca77a0deb8d927,M,23,Immediate,2,12,panther,1684181019930,1684180989143,young,1736
600692691bca77a0deb8d927,M,23,Immediate,2,13,cheetah,1684181022862,1684180989143,young,2932
600692691bca77a0deb8d927,M,23,Immediate,2,14,rhyno,1684181038991,1684180989143,young,16129
600692691bca77a0deb8d927,M,23,Immediate,2,15,dog,1684181043567,1684180989143,young,4576
600692691bca77a0deb8d927,M,23,Immediate,2,16,cat,1684181044227,1684180989143,young,660
600692691bca77a0deb8d927,M,23,Immediate,2,17,frog,1684181045206,1684180989143,young,979
600692691bca77a0deb8d927,M,23,Immediate,2,18,rabbit,1684181046676,1684180989143,young,1470
600692691bca77a0deb8d927,M,23,Immediate,2,19,hamster,1684181049350,1684180989143,young,2674
600692691bca77a0deb8d927,M,23,Immediate,2,20,squirrel,1684181051314,1684180989143,young,1964
600692691bca77a0deb8d927,M,23,Immediate,2,21,ratr,1684181052242,1684180989143,young,928
600692691bca77a0deb8d927,M,23,Immediate,2,22,mouse,1684181054420,1684180989143,young,2178
600692691bca77a0deb8d927,M,23,Immediate,2,23,horse,1684181056773,1684180989143,young,2353
600692691bca77a0deb8d927,M,23,Immediate,2,24,zebra,1684181058238,1684180989143,young,1465
600692691bca77a0deb8d927,M,23,Immediate,2,25,poop,1684181060765,1684180989143,young,2527
600692691bca77a0deb8d927,M,23,Immediate,2,26,otter,1684181071158,1684180989143,young,10393
600692691bca77a0deb8d927,M,23,Immediate,2,27,beaver,1684181073159,1684180989143,young,2001
600692691bca77a0deb8d927,M,23,Immediate,2,28,platypus,1684181076402,1684180989143,young,3243
61004bf77aff9a6e73bcca30,F,22,Immediate,1,1,dog,1684180713908,1684180708162,young,5746
61004bf77aff9a6e73bcca30,F,22,Immediate,1,2,cat,1684180715376,1684180708162,young,1468
61004bf77aff9a6e73bcca30,F,22,Immediate,1,3,zebra,1684180718332,1684180708162,young,2956
61004bf77aff9a6e73bcca30,F,22,Immediate,1,4,rabbit,1684180721590,1684180708162,young,3258
61004bf77aff9a6e73bcca30,F,22,Immediate,1,5,snake,1684180724213,1684180708162,young,2623
61004bf77aff9a6e73bcca30,F,22,Immediate,1,6,spider,1684180727423,1684180708162,young,3210
61004bf77aff9a6e73bcca30,F,22,Immediate,1,7,rino,1684180730518,1684180708162,young,3095
61004bf77aff9a6e73bcca30,F,22,Immediate,1,8,shark,1684180732553,1684180708162,young,2035
61004bf77aff9a6e73bcca30,F,22,Immediate,1,9,redpanda,1684180739180,1684180708162,young,6627
61004bf77aff9a6e73bcca30,F,22,Immediate,1,10,panda,1684180741692,1684180708162,young,2512
61004bf77aff9a6e73bcca30,F,22,Immediate,1,11,bear,1684180742939,1684180708162,young,1247
61004bf77aff9a6e73bcca30,F,22,Immediate,1,12,monkey,1684180748560,1684180708162,young,5621
61004bf77aff9a6e73bcca30,F,22,Immediate,1,13,gorilla,1684180751146,1684180708162,young,2586
61004bf77aff9a6e73bcca30,F,22,Immediate,1,14,lion,1684180757371,1684180708162,young,6225
61004bf77aff9a6e73bcca30,F,22,Immediate,1,15,cheeta,1684180771592,1684180708162,young,14221
61004bf77aff9a6e73bcca30,F,22,Immediate,1,16,gecko,1684180777732,1684180708162,young,6140
61004bf77aff9a6e73bcca30,F,22,Immediate,1,17,deer,1684180786568,1684180708162,young,8836
61004bf77aff9a6e73bcca30,F,22,Immediate,1,18,horse,1684180790065,1684180708162,young,3497
61004bf77aff9a6e73bcca30,F,22,Immediate,1,19,cow,1684180791098,1684180708162,young,1033
61004bf77aff9a6e73bcca30,F,22,Immediate,1,20,pig,1684180792378,1684180708162,young,1280
61004bf77aff9a6e73bcca30,F,22,Immediate,1,21,sheep,1684180794080,1684180708162,young,1702
61004bf77aff9a6e73bcca30,F,22,Immediate,1,22,goat,1684180796567,1684180708162,young,2487
61004bf77aff9a6e73bcca30,F,22,Immediate,2,1,cow,1684180876641,1684180873951,young,2690
61004bf77aff9a6e73bcca30,F,22,Immediate,2,2,sheep,1684180878183,1684180873951,young,1542
61004bf77aff9a6e73bcca30,F,22,Immediate,2,3,donkey,1684180882517,1684180873951,young,4334
61004bf77aff9a6e73bcca30,F,22,Immediate,2,4,horse,1684180884654,1684180873951,young,2137
61004bf77aff9a6e73bcca30,F,22,Immediate,2,5,goat,1684180886497,1684180873951,young,1843
61004bf77aff9a6e73bcca30,F,22,Immediate,2,6,duck,1684180887988,1684180873951,young,1491
61004bf77aff9a6e73bcca30,F,22,Immediate,2,7,pig,1684180896376,1684180873951,young,8388
61004bf77aff9a6e73bcca30,F,22,Immediate,2,8,chicken,1684180898425,1684180873951,young,2049
61004bf77aff9a6e73bcca30,F,22,Immediate,2,9,lion,1684180903341,1684180873951,young,4916
61004bf77aff9a6e73bcca30,F,22,Immediate,2,10,deer,1684180906130,1684180873951,young,2789
61004bf77aff9a6e73bcca30,F,22,Immediate,2,11,zebra,1684180917508,1684180873951,young,11378
61004bf77aff9a6e73bcca30,F,22,Immediate,2,12,graiffe,1684180922861,1684180873951,young,5353
61004bf77aff9a6e73bcca30,F,22,Immediate,2,13,rihno,1684180928502,1684180873951,young,5641
61004bf77aff9a6e73bcca30,F,22,Immediate,2,14,hipo,1684180931607,1684180873951,young,3105
61004bf77aff9a6e73bcca30,F,22,Immediate,2,15,cheetha,1684180941368,1684180873951,young,9761
61004bf77aff9a6e73bcca30,F,22,Immediate,2,16,cat,1684180948315,1684180873951,young,6947
61004bf77aff9a6e73bcca30,F,22,Immediate,2,17,rabbit,1684180951392,1684180873951,young,3077
61004bf77aff9a6e73bcca30,F,22,Immediate,2,18,mokey,1684180955013,1684180873951,young,3621
61004bf77aff9a6e73bcca30,F,22,Immediate,2,19,owl,1684180959927,1684180873951,young,4914
61004bf77aff9a6e73bcca30,F,22,Immediate,2,20,panda,1684180962354,1684180873951,young,2427
61004bf77aff9a6e73bcca30,F,22,Immediate,2,21,bear,1684180964308,1684180873951,young,1954
5f0e8b3ec42b54043d5de0ca,F,21,Immediate,1,1,dog,1684180662548,1684180658627,young,3921
5f0e8b3ec42b54043d5de0ca,F,21,Immediate,1,2,cat,1684180663942,1684180658627,young,1394
5f0e8b3ec42b54043d5de0ca,F,21,Immediate,1,3,giraffe,1684180669174,1684180658627,young,5232
5f0e8b3ec42b54043d5de0ca,F,21,Immediate,1,4,bat,1684180671757,1684180658627,young,2583
5f0e8b3ec42b54043d5de0ca,F,21,Immediate,1,5,canteloupe,1684180677079,1684180658627,young,5322
5f0e8b3ec42b54043d5de0ca,F,21,Immediate,1,6,mouse,1684180680202,1684180658627,young,3123
5f0e8b3ec42b54043d5de0ca,F,21,Immediate,1,7,tiger,1684180688105,1684180658627,young,7903
5f0e8b3ec42b54043d5de0ca,F,21,Immediate,1,8,lion,1684180689427,1684180658627,young,1322
5f0e8b3ec42b54043d5de0ca,F,21,Immediate,1,9,fly,1684180693375,1684180658627,young,3948
5f0e8b3ec42b54043d5de0ca,F,21,Immediate,1,10,pig,1684180700141,1684180658627,young,6766
5f0e8b3ec42b54043d5de0ca,F,21,Immediate,1,11,cow,1684180701165,1684180658627,young,1024
5f0e8b3ec42b54043d5de0ca,F,21,Immediate,1,12,goat,1684180706922,1684180658627,young,5757
5f0e8b3ec42b54043d5de0ca,F,21,Immediate,1,13,chicken,1684180710003,1684180658627,young,3081
5f0e8b3ec42b54043d5de0ca,F,21,Immediate,1,14,rabbit,1684180719201,1684180658627,young,9198
5f0e8b3ec42b54043d5de0ca,F,21,Immediate,1,15,horse,1684180746521,1684180658627,young,27320
5f0e8b3ec42b54043d5de0ca,F,21,Immediate,2,1,cat,1684180822738,1684180815892,young,6846
5f0e8b3ec42b54043d5de0ca,F,21,Immediate,2,2,god,1684180825270,1684180815892,young,2532
5f0e8b3ec42b54043d5de0ca,F,21,Immediate,2,3,anteloupe,1684180830296,1684180815892,young,5026
5f0e8b3ec42b54043d5de0ca,F,21,Immediate,2,4,cattle,1684180841106,1684180815892,young,10810
5f0e8b3ec42b54043d5de0ca,F,21,Immediate,2,5,ant,1684180863298,1684180815892,young,22192
5f0e8b3ec42b54043d5de0ca,F,21,Immediate,2,6,gorilla,1684180872074,1684180815892,young,8776
5f0e8b3ec42b54043d5de0ca,F,21,Immediate,2,7,owl,1684180878889,1684180815892,young,6815
5f0e8b3ec42b54043d5de0ca,F,21,Immediate,2,8,bear,1684180887896,1684180815892,young,9007
5f0e8b3ec42b54043d5de0ca,F,21,Immediate,2,9,bee,1684180891583,1684180815892,young,3687
5f0e8b3ec42b54043d5de0ca,F,21,Immediate,2,10,butterfly,1684180904133,1684180815892,young,12550
5f15679513afe8025c820671,F,20,Immediate,1,1,cat,1684180567205,1684180564961,young,2244
5f15679513afe8025c820671,F,20,Immediate,1,2,dog,1684180568030,1684180564961,young,825
5f15679513afe8025c820671,F,20,Immediate,1,3,elephant,1684180569538,1684180564961,young,1508
5f15679513afe8025c820671,F,20,Immediate,1,4,rooster,1684180571453,1684180564961,young,1915
5f15679513afe8025c820671,F,20,Immediate,1,5,pig,1684180573012,1684180564961,young,1559
5f15679513afe8025c820671,F,20,Immediate,1,6,goat,1684180574109,1684180564961,young,1097
5f15679513afe8025c820671,F,20,Immediate,1,7,sheep,1684180575199,1684180564961,young,1090
5f15679513afe8025c820671,F,20,Immediate,1,8,cow,1684180576170,1684180564961,young,971
5f15679513afe8025c820671,F,20,Immediate,1,9,bird,1684180577492,1684180564961,young,1322
5f15679513afe8025c820671,F,20,Immediate,1,10,deer,1684180578538,1684180564961,young,1046
5f15679513afe8025c820671,F,20,Immediate,1,11,raccoon,1684180581085,1684180564961,young,2547
5f15679513afe8025c820671,F,20,Immediate,1,12,possum,1684180584797,1684180564961,young,3712
5f15679513afe8025c820671,F,20,Immediate,1,13,kangaroo,1684180588061,1684180564961,young,3264
5f15679513afe8025c820671,F,20,Immediate,1,14,wolf,1684180589381,1684180564961,young,1320
5f15679513afe8025c820671,F,20,Immediate,1,15,owl,1684180590442,1684180564961,young,1061
5f15679513afe8025c820671,F,20,Immediate,1,16,bear,1684180592532,1684180564961,young,2090
5f15679513afe8025c820671,F,20,Immediate,1,17,snake,1684180599395,1684180564961,young,6863
5f15679513afe8025c820671,F,20,Immediate,1,18,gecko,1684180601141,1684180564961,young,1746
5f15679513afe8025c820671,F,20,Immediate,1,19,fish,1684180604366,1684180564961,young,3225
5f15679513afe8025c820671,F,20,Immediate,1,20,dolphin,1684180606113,1684180564961,young,1747
5f15679513afe8025c820671,F,20,Immediate,1,21,shark,1684180607615,1684180564961,young,1502
5f15679513afe8025c820671,F,20,Immediate,1,22,whale,1684180608893,1684180564961,young,1278
5f15679513afe8025c820671,F,20,Immediate,1,23,lion,1684180616868,1684180564961,young,7975
5f15679513afe8025c820671,F,20,Immediate,1,24,tiger,1684180621250,1684180564961,young,4382
5f15679513afe8025c820671,F,20,Immediate,1,25,walrus,1684180622437,1684180564961,young,1187
5f15679513afe8025c820671,F,20,Immediate,1,26,narwhal,1684180624196,1684180564961,young,1759
5f15679513afe8025c820671,F,20,Immediate,1,27,squid,1684180627387,1684180564961,young,3191
5f15679513afe8025c820671,F,20,Immediate,1,28,octopus,1684180630216,1684180564961,young,2829
5f15679513afe8025c820671,F,20,Immediate,1,29,fox,1684180634883,1684180564961,young,4667
5f15679513afe8025c820671,F,20,Immediate,1,30,coyote,1684180637967,1684180564961,young,3084
5f15679513afe8025c820671,F,20,Immediate,1,31,leopard,1684180644977,1684180564961,young,7010
5f15679513afe8025c820671,F,20,Immediate,1,32,cougar,1684180647740,1684180564961,young,2763
5f15679513afe8025c820671,F,20,Immediate,1,33,platypus,1684180652391,1684180564961,young,4651
5f15679513afe8025c820671,F,20,Immediate,1,34,beaver,1684180653635,1684180564961,young,1244
5f15679513afe8025c820671,F,20,Immediate,2,1,beaver,1684180733204,1684180729580,young,3624
5f15679513afe8025c820671,F,20,Immediate,2,2,goat,1684180734114,1684180729580,young,910
5f15679513afe8025c820671,F,20,Immediate,2,3,sheep,1684180735100,1684180729580,young,986
5f15679513afe8025c820671,F,20,Immediate,2,4,chicken,1684180736944,1684180729580,young,1844
5f15679513afe8025c820671,F,20,Immediate,2,5,bear,1684180738193,1684180729580,young,1249
5f15679513afe8025c820671,F,20,Immediate,2,6,duck,1684180739148,1684180729580,young,955
5f15679513afe8025c820671,F,20,Immediate,2,7,goose,1684180740477,1684180729580,young,1329
5f15679513afe8025c820671,F,20,Immediate,2,8,bird,1684180742871,1684180729580,young,2394
5f15679513afe8025c820671,F,20,Immediate,2,9,owl,1684180744654,1684180729580,young,1783
5f15679513afe8025c820671,F,20,Immediate,2,10,eagle,1684180749118,1684180729580,young,4464
5f15679513afe8025c820671,F,20,Immediate,2,11,otter,1684180750605,1684180729580,young,1487
5f15679513afe8025c820671,F,20,Immediate,2,12,tiger,1684180751889,1684180729580,young,1284
5f15679513afe8025c820671,F,20,Immediate,2,13,lion,1684180753239,1684180729580,young,1350
5f15679513afe8025c820671,F,20,Immediate,2,14,giraffe,1684180756840,1684180729580,young,3601
5f15679513afe8025c820671,F,20,Immediate,2,15,elephant,1684180758601,1684180729580,young,1761
5f15679513afe8025c820671,F,20,Immediate,2,16,rhinocerous,1684180762655,1684180729580,young,4054
5f15679513afe8025c820671,F,20,Immediate,2,17,jaguar,1684180771021,1684180729580,young,8366
5f15679513afe8025c820671,F,20,Immediate,2,18,cheetah,1684180772261,1684180729580,young,1240
5f15679513afe8025c820671,F,20,Immediate,2,19,moose,1684180775977,1684180729580,young,3716
5f15679513afe8025c820671,F,20,Immediate,2,20,gazelle,1684180779664,1684180729580,young,3687
5f15679513afe8025c820671,F,20,Immediate,2,21,zebra,1684180781403,1684180729580,young,1739
5f15679513afe8025c820671,F,20,Immediate,2,22,snake,1684180782172,1684180729580,young,769
5f15679513afe8025c820671,F,20,Immediate,2,23,gecko,1684180783654,1684180729580,young,1482
5f15679513afe8025c820671,F,20,Immediate,2,24,penguin,1684180787301,1684180729580,young,3647
5f15679513afe8025c820671,F,20,Immediate,2,25,whale,1684180788166,1684180729580,young,865
5f15679513afe8025c820671,F,20,Immediate,2,26,deer,1684180789393,1684180729580,young,1227
5f15679513afe8025c820671,F,20,Immediate,2,27,dolphin,1684180794548,1684180729580,young,5155
5f15679513afe8025c820671,F,20,Immediate,2,28,fish,1684180795301,1684180729580,young,753
5f15679513afe8025c820671,F,20,Immediate,2,29,octopus,1684180797160,1684180729580,young,1859
5f15679513afe8025c820671,F,20,Immediate,2,30,squid,1684180798497,1684180729580,young,1337
5f15679513afe8025c820671,F,20,Immediate,2,31,dog,1684180800362,1684180729580,young,1865
5f15679513afe8025c820671,F,20,Immediate,2,32,cat,1684180801328,1684180729580,young,966
5f15679513afe8025c820671,F,20,Immediate,2,33,turtlw,1684180806018,1684180729580,young,4690
5f15679513afe8025c820671,F,20,Immediate,2,34,turtlw,1684180807990,1684180729580,young,1972
5f15679513afe8025c820671,F,20,Immediate,2,35,turtle,1684180810738,1684180729580,young,2748
5f15679513afe8025c820671,F,20,Immediate,2,36,raccoon,1684180814730,1684180729580,young,3992
5f15679513afe8025c820671,F,20,Immediate,2,37,possum,1684180815959,1684180729580,young,1229
64013a87deea9afecb68b755,M,25,Immediate,1,1,cat,1684180304254,1684180302149,young,2105
64013a87deea9afecb68b755,M,25,Immediate,1,2,dog,1684180304825,1684180302149,young,571
64013a87deea9afecb68b755,M,25,Immediate,1,3,monkey,1684180306603,1684180302149,young,1778
64013a87deea9afecb68b755,M,25,Immediate,1,4,koala,1684180307877,1684180302149,young,1274
64013a87deea9afecb68b755,M,25,Immediate,1,5,kangaroo,1684180309367,1684180302149,young,1490
64013a87deea9afecb68b755,M,25,Immediate,1,6,zebra,1684180310829,1684180302149,young,1462
64013a87deea9afecb68b755,M,25,Immediate,1,7,lion,1684180311592,1684180302149,young,763
64013a87deea9afecb68b755,M,25,Immediate,1,8,tiger,1684180313217,1684180302149,young,1625
64013a87deea9afecb68b755,M,25,Immediate,1,9,panther,1684180314044,1684180302149,young,827
64013a87deea9afecb68b755,M,25,Immediate,1,10,beaver,1684180324533,1684180302149,young,10489
64013a87deea9afecb68b755,M,25,Immediate,1,11,badger,1684180326358,1684180302149,young,1825
64013a87deea9afecb68b755,M,25,Immediate,1,12,mouse,1684180330885,1684180302149,young,4527
64013a87deea9afecb68b755,M,25,Immediate,1,13,rat,1684180331856,1684180302149,young,971
64013a87deea9afecb68b755,M,25,Immediate,1,14,gerbil,1684180339687,1684180302149,young,7831
64013a87deea9afecb68b755,M,25,Immediate,1,15,hamster,1684180340771,1684180302149,young,1084
64013a87deea9afecb68b755,M,25,Immediate,1,16,guineapig,1684180344232,1684180302149,young,3461
64013a87deea9afecb68b755,M,25,Immediate,1,17,salamander,1684180349793,1684180302149,young,5561
64013a87deea9afecb68b755,M,25,Immediate,1,18,cobra,1684180353442,1684180302149,young,3649
64013a87deea9afecb68b755,M,25,Immediate,1,19,rattlesnake,1684180358094,1684180302149,young,4652
64013a87deea9afecb68b755,M,25,Immediate,1,20,iguana,1684180374111,1684180302149,young,16017
64013a87deea9afecb68b755,M,25,Immediate,1,21,bird,1684180381146,1684180302149,young,7035
64013a87deea9afecb68b755,M,25,Immediate,1,22,fox,1684180387301,1684180302149,young,6155
64013a87deea9afecb68b755,M,25,Immediate,2,1,cat,1684180468843,1684180466647,young,2196
64013a87deea9afecb68b755,M,25,Immediate,2,2,dog,1684180469400,1684180466647,young,557
64013a87deea9afecb68b755,M,25,Immediate,2,3,iguana,1684180473219,1684180466647,young,3819
64013a87deea9afecb68b755,M,25,Immediate,2,4,tigier,1684180474543,1684180466647,young,1324
64013a87deea9afecb68b755,M,25,Immediate,2,5,zebra,1684180476939,1684180466647,young,2396
64013a87deea9afecb68b755,M,25,Immediate,2,6,lion,1684180478572,1684180466647,young,1633
64013a87deea9afecb68b755,M,25,Immediate,2,7,panther,1684180479415,1684180466647,young,843
64013a87deea9afecb68b755,M,25,Immediate,2,8,beaver,1684180484094,1684180466647,young,4679
64013a87deea9afecb68b755,M,25,Immediate,2,9,mouse,1684180488121,1684180466647,young,4027
64013a87deea9afecb68b755,M,25,Immediate,2,10,rat,1684180488493,1684180466647,young,372
64013a87deea9afecb68b755,M,25,Immediate,2,11,roadrunner,1684180512115,1684180466647,young,23622
64013a87deea9afecb68b755,M,25,Immediate,2,12,coyote,1684180516120,1684180466647,young,4005
